Record_Type,Timestamp,Invoice_No_,Staff,Settled_By,Payment_Type,Total_Sales,Service_Charge_Rate,Calculated_Service_Charge_Amount,Service_Feedback,Food_Feedback,TABLE,Area,Items,modify_comment
Detail,2023-07-09 00:43:05+00:00,1369,MK,,Cash,2815.0,5.0,140.75,,,7,Dine in,"BUTTER GARLIC NAAN,Chicken Kebabs (Murg Bemisal),MOONGDAL HALWA,Murg Makhanwala,Perrier Sparkling",
Detail,2023-07-04 14:44:05+00:00,289,SK,,Cash,1625.0,5.0,81.25,,,5,Dine in,ABSOLUT,
Detail,2023-07-01 23:25:41+00:00,257,SK,,Cash,975.0,5.0,48.75,,,6,Dine in,ABSOLUT,
Detail,2023-07-13 00:37:36+00:00,423,MK,,Cash,1250.0,5.0,62.5,,,14,Dine in,"ABSOLUT,Caprioska (ABSOLUT)",
Detail,2023-07-30 23:29:32+00:00,720,Multiple,,Cash,2275.0,5.0,113.75,,,14,Dine in,ABSOLUT,
Detail,2023-07-01 23:16:48+00:00,986,SM,,Cash,3310.0,5.0,165.5,,,15,Dine in,"Butter Paratha,Dum Paneer Kalamiri,Manchow Soup (VEG),Missi Roti,Nam Prick (Mushroom),Roomali Roti,TOMATO SOUP",
Detail,2023-11-20 23:11:45+00:00,2647,TD,,Cash,19595.0,5.0,979.75,,,G 5,Garden Table,"GLENFIDDICH - 12 YEARS,GLENFIDDICH -15 YEARS,KINGFISHER ULTRA",
Detail,2023-09-13 15:07:30+00:00,5459,Multiple,,Cash,8070.0,5.0,403.5,,,20,Dine in,"Crispy Spinach Paneer,Lemon Coriander (CHICKEN),Lemon Coriander (VEG),Mushroom Galauti,Neer Dosa(4pc),Pompfret (500 GMS),Stuffed Kulcha,Subzi Kurkure Kebab,Virgin Colada",
Detail,2023-09-20 23:07:26+00:00,1587,SK,,Cash,12800.0,5.0,640.0,,,G 2,Garden Table,"ABSOLUT,Toddy (XO)",
Detail,2023-12-03 00:09:04+00:00,2870,Multiple,,Cash,6345.0,5.0,317.25,,,10,Dine in,"BUDWEISER,Caprioska (ABSOLUT),RED LABEL",
Detail,2024-02-25 23:18:20+00:00,4592,MK,,Cash,4500.0,5.0,225.0,,,9,Dine in,GLENLIVET -15 YEARS,
Detail,2023-07-07 22:59:04+00:00,1290,SM,,Cash,6045.0,5.0,302.25,,,15,Dine in,"Butter Roomali Roti,DAL KHICHDI,MALAI KULFI,Missi Roti,PANEER MAKHANWALA,Phalguni Sabzi,Plain Curd,ROASTED PAPAD,TOMATO SOUP,Teriyaki Veg,VEG CRISPY,Virgin Toddy",
Detail,2023-09-04 22:27:43+00:00,4964,TD,,Cash,6275.0,5.0,313.75,,,1,Dine in,"CLEAR SOUP (CHICKEN),Neer Dosa(4pc),Peach Satin,Pompfret (500 GMS),Prawns (100 GMS),SEVEN UP,Spicy Crab Soup",
Detail,2024-01-20 22:29:45+00:00,3904,Multiple,,Cash,2750.0,5.0,137.5,,,11,Dine in,OLD MONK (DARK),
Detail,2023-07-03 14:57:53+00:00,1091,SM,,Cash,8550.0,5.0,427.5,,,14,Dine in,"CREAM CARAMEL,Chicken Kebabs (Chicken Angare),Dum Pukht Biryani (VEG),Manchow Soup (CHICKEN),Pompfret (800 GMS),Rawas (Tawa Fry)",
Detail,2023-07-01 23:46:58+00:00,994,SK,,Cash,1335.0,5.0,66.75,,,22,Dine in,"Butter Roti,MASALA CHAAS,Paneer Khurchan,ROASTED PAPAD,Roti",
Detail,2023-07-11 22:06:56+00:00,1519,Multiple,,Cash,1630.0,5.0,81.5,,,5,Dine in,"Chilli Chicken,FRIED RICE (VEG),ROASTED PAPAD",
Detail,2023-07-08 14:06:31+00:00,1306,TD,,Cash,2410.0,5.0,120.5,,,12,Dine in,"ANGOORI RABDI,Butter Roti,Papad Fried,Papad Masala,Raita,Roti,Subzi Lahori,Sweet Corn Soup (VEG)",
Detail,2023-07-09 22:42:28+00:00,1444,SM,,Cash,7210.0,5.0,360.5,,,2,Dine in,"BUTTER GARLIC NAAN,Butter Roomali Roti,Chicken Kebabs (Murg Lalwari),DIET COKE,Dum Paneer Kalamiri,MASALA CHAAS,MUTTON ROGAN JOSH,Manchow Soup (VEG),Murg Makhanwala,PEPSI,Paneer Ke Shikanje,Papad Fried,Prawns  REG",
Detail,2023-07-12 15:30:36+00:00,1547,MK,,Cash,6750.0,5.0,337.5,,,11,Dine in,"BUTTER PUDINA PARATHA,Butter Kulcha,Butter Naan,Butter Roti,Chilly Crispy Patato,Dal Tadka,Diwani Handi,Lemon Coriander (VEG),MASALA CHAAS,Paneer Ke Shikanje,ROASTED PAPAD,Subzi Lahori,Tom Yum Soup (VEG),Virgin Mojito",
Detail,2023-07-14 22:42:59+00:00,1687,TD,,Cash,4195.0,5.0,209.75,,,16,Dine in,"BURNT GARLIC NOODLES (VEG),Dal Tadka,Manchow Soup (VEG),PEPSI,ROASTED PAPAD,Roti,Subzi Ka Mela,VANILLA ICE CREAM,VEG MANCHURIAN DRY",
Detail,2023-07-09 14:28:35+00:00,1382,SM,,Cash,2300.0,5.0,115.0,,,5,Dine in,"Butter Roti,Dal Tadka,Diwani Handi,Jeera Rice,MASALA CHAAS,ROASTED PAPAD",
Detail,2023-07-13 21:38:39+00:00,1620,MK,,Cash,4860.0,5.0,243.0,,,G 1,Garden Table,"BAVARIAN CHOCOLATE CHEESE CAKE (EGG LESS),Butter Naan,Butter Roti,FRESH LIME SODA,Kung Pao Patato,PANEER MAKHANWALA,Papad Fried,Papad Masala,Roti,Shirely Temple,Subzi Lahori,THUMPS UP,Virgin Mary",
Detail,2023-09-23 14:45:10+00:00,5980,TD,,Cash,5925.0,5.0,296.25,,,4,Dine in,"Assorted Indian Breads ( 7 Types ),BROWNIE SUNDAE,Dal Tadka,Manchow Soup (VEG),Paneer Ke Shikanje,Paneer Lawabdar,Papad Masala,ROASTED PAPAD,Subzi Kofta Masala,Teriyaki Veg",
Detail,2023-08-05 23:33:08+00:00,3010,TD,,Cash,7380.0,5.0,369.0,,,G 3,Garden Table,"BUTTER GARLIC NAAN,Burnt Garlic Soup (VEG),Butter Naan,Butter Roomali Roti,Cheese & Garlic Naan,Dal Tadka,Exotic Stir Fried Vegetable,Hara Bhara Kabab,Jal Jeera,Jeera Rice,Manchow Soup (VEG),Paneer Khurchan,ROASTED MASALA PAPAD,ROASTED PAPAD,Roti,Subzi Lahori,Sweet Corn Soup (VEG)",
Detail,2023-08-26 00:08:02+00:00,4346,MK,,Cash,7150.0,5.0,357.5,,,15,Dine in,"Bhindi Mirch Masala,Butter Naan,Butter Paratha,DIET COKE,Dal Tadka,KESAR PISTA KULFI,KULFI RABDI FALOODA,Lemon Fizz,Paneer Khurchan,Peshawari Kofta,ROASTED ALMOND KULFI,ROASTED PAPAD,SEVEN UP,Virgin Mojito",
Detail,2023-08-07 21:17:05+00:00,3159,MK,,Cash,1955.0,5.0,97.75,,,4,Dine in,"Butter Naan,DIET COKE,Dal Tadka,ROASTED PAPAD,Subzi Lahori",
Detail,2023-07-14 00:06:34+00:00,1639,Multiple,,Cash,10970.0,5.0,548.5,,,10,Dine in,"Burnt Garlic Soup (VEG),CHICKEN SUKHA,COFFEE,Kung Pao Chicken,Mushroom Galauti,Neer Dosa(4pc),Papad Masala,Pompfret (500 GMS),Prawns (100 GMS),ROASTED PAPAD,Sour & Pepper Soup (CHICKEN),Subzi Kurkure Kebab,Tom Yum Soup (VEG),Vegetable Gassi,Virgin Mojito",
Detail,2023-08-20 22:08:40+00:00,4056,Multiple,,Cash,8695.0,5.0,434.75,,,PDR 2,Personal Dine In Room,"BROWNIE SUNDAE,BURNT GARLIC RICE (VEG),Exotic Hot Pot Vegtable,Exotic Stir Fried Vegetable,FRESH LIME SODA,Lemon Coriander (VEG),MALAI KULFI,MANGO KULFI,Manchow Soup (VEG),PANEER TIKKA,ROASTED MASALA PAPAD,ROASTED PAPAD,SEVEN UP",
Detail,2023-09-24 21:22:30+00:00,6076,Multiple,,Cash,9145.0,5.0,457.25,,,PDR 2,Personal Dine In Room,"Amritsari Dal,Bhara Hua Aloo,Butter Naan,Butter Roti,FRESH LIME SODA,Hara Bhara Kabab,Jeera Rice,MALAI KULFI,Pepper Blast Paneer,Plain Kulcha,ROASTED MASALA PAPAD,ROASTED PAPAD,Roti,Sour & Pepper Soup (VEG),Subzi Lahori",
Detail,2023-09-16 21:51:52+00:00,5648,Multiple,,Cash,4485.0,5.0,224.25,,,14,Dine in,"Amritsari Dal,Chilly Crispy Patato,Dum Pukht Biryani (VEG),FRESH LIME SODA,FRESH LIME WATER,Ginger Bliss,Missi Roti,Peach Satin,ROASTED MASALA PAPAD,ROASTED PAPAD,Subzi Methi Ki Sheek",
Detail,2023-07-16 21:05:05+00:00,1853,Multiple,,Cash,8975.0,5.0,448.75,,,30,Dine in,"BUTTER GARLIC NAAN,Butter Naan,Butter Roti,Crispy Corn,Kung Pao Patato,LASOONI PALAK,Lemon Coriander (VEG),Methi Roti,Murg Makhanwala,PANEER MAKHANWALA,PANEER TIKKA,Papad Masala,Prawns (100 GMS),ROASTED PAPAD,THUMPS UP,Veg Sweet Corn Soup",
Detail,2023-08-21 21:00:29+00:00,4106,SM,,Cash,2350.0,5.0,117.5,,,4,Dine in,"Dal Tadka,Jeera Rice,Manchow Soup (VEG),ROASTED PAPAD,Subzi Lahori",
Detail,2023-08-24 22:31:56+00:00,4267,SM,,Cash,3375.0,5.0,168.75,,,21,Dine in,"Baby Kulcha,Dal Tadka,Manchow Soup (VEG),ROASTED PAPAD,Roomali Roti,Subzi Lahori,VEG MANCHURIAN DRY",
Detail,2023-07-09 13:48:47+00:00,1380,TD,,Cash,3730.0,5.0,186.5,,,3,Dine in,"Amritsari Dal,Butter Kulcha,Dum Aloo Amritsari,FRESH LIME WATER,Missi Roti,PEAS PULAO,ROASTED MASALA PAPAD,ROASTED PAPAD,Subzi Kofta Masala",
Detail,2023-08-23 15:01:42+00:00,4185,Multiple,,Cash,7535.0,5.0,376.75,,,G 2,Garden Table,"DIET COKE,Ginger Ale,KULFI RABDI FALOODA,Neer Dosa(4pc),Phalguni Sabzi,Prawns  REG,ROASTED PAPAD,Roti,Stir Fried Chicken Chilly & Basil,Subzi Ka Mela,Subzi Kurkure Kebab,Vegetable Gassi",
Detail,2023-08-19 15:23:44+00:00,3907,SM,,Cash,3895.0,5.0,194.75,,,12,Dine in,"Burnt Garlic Soup (VEG),Crispy Spinach Paneer,DAL KHICHDI,Dragon Roll (VEG),ROASTED PAPAD,SINGLE TALL CAKE SUNDAE,Spice Guava",
Detail,2023-08-09 22:50:45+00:00,3295,SK,,Cash,4125.0,5.0,206.25,,,16,Dine in,"Amritsari Dal,Chicken Kebabs (Chicken Angare),Garlic Naan,Jal Jeera,Paneer Khurchan,ROASTED PAPAD,Roomali Roti,TOMATO SOUP,Tawa Lamb",
Detail,2023-07-22 23:25:47+00:00,2194,UP,,Cash,2445.0,5.0,122.25,,,21,Dine in,"Green Salad,Moong Dal Aur Methi Ki Subzi,Paneer Khurchan,ROASTED PAPAD,Roti",
Detail,2023-08-06 00:15:37+00:00,3025,TD,,Cash,5545.0,5.0,277.25,,,G 1,Garden Table,"Amritsari Dal,Bukhara Kofta Curry,Butter Roomali Roti,DIET COKE,Diwani Handi,Dum Pukht Biryani (VEG),Lemon Ice Tea,Missi Roti,Paneer Ke Shikanje,ROASTED MASALA PAPAD,ROASTED PAPAD,TOMATO SOUP",
Detail,2023-07-10 23:08:43+00:00,1490,TD,,Cash,2130.0,5.0,106.5,,,16,Dine in,"Dum Pukht Biryani (MUTTON),GARLIC KULCHA,Multani Murgh,Roti",
Detail,2023-08-20 22:11:55+00:00,4057,SK,,Cash,1515.0,5.0,75.75,,,5,Dine in,"Dal Tadka,Jeera Rice,ROASTED PAPAD,TOMATO SOUP",
Detail,2023-07-28 21:13:08+00:00,2473,Multiple,,Cash,5245.0,5.0,262.25,,,G 2,Garden Table,"Ceasar Salad,Chilly Crispy Patato,Dum Pukht Biryani (VEG),GULAB JAMUN,Manchow Soup (VEG),PANEER CHILLY DRY,ROASTED ALMOND KULFI,ROASTED PAPAD",
Detail,2023-09-05 22:24:57+00:00,5008,Multiple,,Cash,1635.0,5.0,81.75,,,1,Dine in,"BUTTER GARLIC ROTI,Butter Roti,ROASTED PAPAD,Subzi Lahori,THUMPS UP",
Detail,2023-08-07 22:36:54+00:00,3176,MK,,Cash,3015.0,5.0,150.75,,,10,Dine in,"Dal Tadka,Jeera Rice,Paneer Ke Shikanje,ROASTED PAPAD,Roomali Roti,Roti,Subzi Lahori",
Detail,2023-09-12 20:59:05+00:00,5422,SK,,Cash,11270.0,5.0,563.5,,,30,Dine in,"Butter Roomali Roti,CLEAR SOUP (VEG),Chicken In Szechwan Style,Chicken Kebabs (Chicken Angare),Chilly Crispy Patato,Crispy Chicken Chef Style,Crispy Corn,Dum Aloo Amritsari,FORTUNE RICE (VEG),FRESH LIME SODA,FRIED RICE (Egg),Garlic Naan,Kung Pao Chicken,Manchow Soup (VEG),Murg Makhanwala,PEPSI,ROASTED MASALA PAPAD,ROASTED PAPAD,Roti,THUMPS UP",
Detail,2023-08-03 00:11:32+00:00,2816,TB,,Cash,3210.0,5.0,160.5,,,3,Dine in,"DAL KHICHDI,Paneer Ke Shikanje,Prawns (150 GMS),ROASTED MASALA PAPAD,ROASTED PAPAD",
Detail,2024-03-29 14:16:20+00:00,17741,MK,,Cash,1630.0,5.0,81.5,,,5,Dine in,"Butter Roti,Papad Fried,Raita,Roti,Subzi Lahori",
Detail,2023-07-12 22:09:26+00:00,1569,SK,,Cash,4160.0,5.0,208.0,,,14,Dine in,"Amritsari Dal,Butter Paratha,Crispy Corn,Diwani Handi,Manchow Soup (VEG),ROASTED PAPAD,Veg Sweet Corn Soup",
Detail,2023-09-18 14:48:47+00:00,5783,MK,,Cash,5835.0,5.0,291.75,,,30,Dine in,"BUTTER GARLIC NAAN,BUTTER PUDINA PARATHA,Butter Naan,FRESH LIME SODA,Juices Fresh,Kung Pao Patato,Lemon Ice Tea,Paneer Ke Shikanje,Peshawari Kofta,Phalguni Sabzi,ROASTED MASALA PAPAD,ROASTED PAPAD,Raita",
Detail,2023-07-25 21:26:08+00:00,2355,TD,,Cash,6715.0,5.0,335.75,,,20,Dine in,"Butter Kulcha,Dal Tadka,Jeera Rice,PANEER BUTTER MASALA,Papad Masala,Phalguni Sabzi,ROASTED PAPAD,Sol Kadi,Spice Guava,Subzi Lahori,THUMPS UP",
Detail,2023-09-05 14:44:22+00:00,4980,SM,,Cash,3550.0,5.0,177.5,,,12,Dine in,"Assorted Stir Fried Vegetable Salt & Pepper,Crispy Corn,Lemon Coriander (VEG),MALAI KULFI,Paneer Ke Shikanje,ROASTED PAPAD,Sour & Pepper Soup (VEG)",
Detail,2023-08-24 22:32:06+00:00,4268,Multiple,,Cash,1610.0,5.0,80.5,,,16,Dine in,"DAL KHICHDI,Paneer Ke Shikanje,ROASTED PAPAD",
Detail,2023-12-09 23:36:26+00:00,10920,Multiple,,Cash,4660.0,5.0,233.0,,,30,Dine in,"ANGOORI RABDI,FORTUNE RICE (VEG),Kung Pao Patato,Paneer Ke Shikanje,ROASTED MASALA PAPAD,ROASTED PAPAD,Stir Fried Chicken Chilly & Basil,Subzi Kurkure Kebab",
Detail,2023-08-19 15:38:39+00:00,3909,SM,,Cash,2375.0,5.0,118.75,,,3,Dine in,"Butter Naan,DIET COKE,PANEER MAKHANWALA,ROASTED PAPAD,Roomali Roti,Subzi Sunheri",
Detail,2023-07-23 20:53:48+00:00,2254,SK,,Cash,7050.0,5.0,352.5,,,16,Dine in,"BUTTER GARLIC NAAN,Butter Roti,Coconut Rice,Methi Malai Mutter,Neer Dosa(4pc),PANEER BUTTER MASALA,PANEER CHILLY DRY,Papad Masala,ROASTED PAPAD,Surmai (Gassi),TOMATO SOUP,Vegetable Stew",
Detail,2023-07-30 20:40:11+00:00,2635,TB,,Cash,1190.0,5.0,59.5,,,5,Dine in,"Peshawari Kofta,ROASTED PAPAD,Roti",
Detail,2023-08-14 13:45:06+00:00,3614,MK,,Cash,4030.0,5.0,201.5,,,12,Dine in,"Butter Roomali Roti,Butter Roti,Chatpata Paneer,Chilly Crispy Patato,Crispy Spinach Paneer,MASALA CHAAS,Mushroom Galauti,ROASTED PAPAD,Roomali Roti",
Detail,2023-10-01 14:47:07+00:00,6401,MK,,Cash,3325.0,5.0,166.25,,,12,Dine in,"Dum Pukht Biryani (VEG),Exotic Stir Fried Vegetable,Manchow Soup (VEG),Paneer Ke Shikanje,ROASTED PAPAD,Virgin Mojito",
Detail,2023-08-23 21:47:40+00:00,4219,Multiple,,Cash,3270.0,5.0,163.5,,,1,Dine in,"Chilly Crispy Patato,DIET COKE,Fruit Punch,Paneer Ke Shikanje,ROASTED PAPAD,Subzi Kurkure Kebab,THUMPS UP",
Detail,2023-08-13 00:33:50+00:00,3527,SM,,Cash,2335.0,5.0,116.75,,,6,Dine in,"BUTTER GARLIC NAAN,PANEER CHILLY DRY,Papad Masala,ROASTED PAPAD,Subzi Lahori,THUMPS UP",
Detail,2024-01-16 22:05:53+00:00,13422,Multiple,,Cash,7260.0,5.0,363.0,,,30,Dine in,"BUTTER GARLIC NAAN,Butter Naan,Chilly Crispy Patato,Dal Tadka,FRESH LIME SODA,Manchow Soup (VEG),Paneer Khurchan,ROASTED PAPAD,Roomali Roti,Roti,Shirely Temple,VEG MANCHURIAN DRY,WONTON (VEG)",
Detail,2023-09-16 00:37:49+00:00,5605,UP,,Cash,1555.0,5.0,77.75,,,16,Dine in,"Butter Roti,CHOCOLATE ICE CREAM,ROASTED PAPAD,Subzi Lahori,THUMPS UP",
Detail,2023-08-05 14:37:13+00:00,2942,TB,,Cash,4065.0,5.0,203.25,,,2,Dine in,"Butter Roti,Chicken Pepper Chilly Garlic,EGG MASALA,FRESH LIME SODA,Lemon Coriander (VEG),Manchow Soup (CHICKEN),PANEER CHILLY DRY,Papad Masala,ROASTED PAPAD",
Detail,2023-08-27 21:33:19+00:00,4494,SK,,Cash,3965.0,5.0,198.25,,,12,Dine in,"CARAMEL CUSTARD(EGG LESS),Dim Sum (VEG),Paneer Peri Peri Tikka,Papad Fried,Papad Masala,SZECHWAN FRIED RICE (VEG),TIRAMISU,Virgin Toddy",
Detail,2023-10-12 23:32:39+00:00,7148,SM,,Cash,1715.0,5.0,85.75,,,22,Dine in,"BUTTER GARLIC NAAN,Diwani Handi,Ginger Ale,ROASTED PAPAD,Roti",
Detail,2023-10-06 23:30:47+00:00,6755,TB,,Cash,2015.0,5.0,100.75,,,4,Dine in,"BUTTER PUDINA PARATHA,Butter Paratha,Paneer Khurchan,ROASTED PAPAD,Subzi Ka Mela",
Detail,2023-09-09 14:05:52+00:00,5178,TD,,Cash,2690.0,5.0,134.5,,,16,Dine in,"Butter Naan,Butter Roti,Dal Tadka,PANEER CHILLY DRY,ROASTED PAPAD,Subzi Kofta Masala",
Detail,2023-09-08 23:58:34+00:00,5166,UP,,Cash,1870.0,5.0,93.5,,,1,Dine in,"Dum Pukht Biryani (VEG),Paneer Ke Shikanje,Papad Fried,ROASTED PAPAD",
Detail,2023-09-25 23:28:36+00:00,6137,TD,,Cash,5345.0,5.0,267.25,,,15,Dine in,"Amritsari Dal,BUTTER GARLIC NAAN,Blue Sea,Butter Kulcha,HAKKA NOODLES (VEG),Juices Fresh,Kung Pao Patato,PANEER CHILLY DRY,ROASTED PAPAD,Sweet Corn Soup (VEG),Virgin Mojito",
Detail,2023-08-07 22:35:26+00:00,3175,Multiple,,Cash,2950.0,5.0,147.5,,,12,Dine in,"Butter Roti,Dal Tadka,Dum Aloo Amritsari,MALAI KULFI,Papad Masala,ROASTED MASALA PAPAD,ROASTED PAPAD,Raita,Roti",
Detail,2023-09-24 22:56:14+00:00,6100,SK,,Cash,3245.0,5.0,162.25,,,1,Dine in,"Amritsari Dal,Butter Naan,Dal Tadka,KESAR PISTA KULFI,PANEER MAKHANWALA,ROASTED PAPAD,THUMPS UP",
Detail,2023-09-01 22:19:11+00:00,4761,MK,,Cash,1730.0,5.0,86.5,,,1,Dine in,"Bhara Hua Aloo,Dum Pukht Biryani (VEG),ROASTED PAPAD",
Detail,2023-10-01 21:57:15+00:00,6462,Multiple,,Cash,6855.0,5.0,342.75,,,20,Dine in,"Amritsari Dal,BUTTER GARLIC NAAN,Butter Paratha,Butter Roti,DIET COKE,Dal Tadka,Lemon Coriander (VEG),Manchow Soup (VEG),Paneer Khurchan,ROASTED PAPAD,Roti,Subzi Kurkure Kebab,Tandoori Platter (VEG)",
Detail,2023-08-19 21:57:07+00:00,3947,MK,,Cash,3335.0,5.0,166.75,,,12,Dine in,"Burnt Garlic Soup (VEG),Butter Naan,Butter Paratha,Butter Roti,Ginger Ale,Paneer Khurchan,Phalguni Sabzi,ROASTED PAPAD,Roomali Roti",
Detail,2023-09-13 22:02:25+00:00,5478,SK,,Cash,8595.0,5.0,429.75,,,15,Dine in,"Butter Milk,Butter Roomali Roti,Butter Roti,Dal Tadka,Dum Pukht Biryani (CHICKEN),OMELETTE,Papad Fried,Papad Masala,Pompfret (500 GMS),Prawns (100 GMS),Subzi Lahori",
Detail,2023-08-19 22:58:17+00:00,3965,Multiple,,Cash,5410.0,5.0,270.5,,,G 2,Garden Table,"Butter Kulcha,Dal Tadka,Jeera Rice,Manchow Soup (VEG),PANEER CHILLY DRY,ROASTED PAPAD,Subzi Lahori,Water Chesnut In Sambal Sauce",
Detail,2023-07-02 15:26:59+00:00,1018,TD,,Cash,7655.0,5.0,382.75,,,9,Dine in,"BUTTER GARLIC NAAN,BUTTER PUDINA PARATHA,Butter Roti,Crispy Spinach Paneer,Dim Sum (VEG),Ginger Bliss,Malai Kofta,Manchow Soup (VEG),ROASTED PAPAD,Roomali Roti,Subzi Kurkure Kebab,Subzi Lahori,Sweet Corn Soup (VEG),Tonic Water,Virgin Colada",
Detail,2023-08-05 22:50:09+00:00,2998,UP,,Cash,3360.0,5.0,168.0,,,4,Dine in,"Amritsari Dal,BUTTER GARLIC NAAN,Lemon Fizz,Paneer Khurchan,ROASTED PAPAD,Roti,Subzi Kurkure Kebab",
Detail,2023-08-10 22:38:49+00:00,3349,SK,,Cash,6550.0,5.0,327.5,,,12,Dine in,"ANGOORI RABDI,Butter Baby Kulcha,Butter Naan,Butter Roti,Chilly Basil Mushroom,Dal Tadka,GULAB JAMUN,Jeera Rice,Lemon Coriander (VEG),Manchow Soup (VEG),PANEER TIKKA,Phalguni Sabzi,ROASTED MASALA PAPAD,ROASTED PAPAD,Roti",
Detail,2023-08-06 14:45:34+00:00,3046,TD,,Cash,3410.0,5.0,170.5,,,3,Dine in,"BUTTER GARLIC NAAN,Chicken Kebabs (Chicken Reshmi),Chilli Chicken,FRESH LIME SODA,FRIED RICE (Egg),Papad Fried,ROASTED PAPAD,Spicy Crab Soup",
Detail,2023-07-19 22:52:04+00:00,2029,UP,,Cash,4700.0,5.0,235.0,,,14,Dine in,"Amritsari Dal,BUTTER GARLIC NAAN,Butter Naan,Manchow Soup (VEG),Methi Malai Mutter,PANEER CHILLY DRY,Paneer Khurchan,ROASTED PAPAD,THUMPS UP",
Detail,2024-02-23 23:23:20+00:00,15772,TD,,Cash,4030.0,5.0,201.5,,,20,Dine in,"Chilly Crispy Patato,Dal Tadka,Exotic Stir Fried Vegetable,FRESH LIME SODA,Jeera Rice,Paneer Ke Shikanje,ROASTED MASALA PAPAD,ROASTED PAPAD",
Detail,2023-08-20 13:40:28+00:00,3987,MK,,Cash,3765.0,5.0,188.25,,,21,Dine in,"Amritsari Dal,Butter Baby Kulcha,Butter Naan,Dum Aloo Amritsari,FRESH LIME SODA,Missi Roti,PEAS PULAO,ROASTED PAPAD,Subzi Kofta Masala",
Detail,2023-10-16 22:16:03+00:00,7410,MK,,Cash,5145.0,5.0,257.25,,,20,Dine in,"Chilly Crispy Patato,Crispy Corn,Exotic Stir Fried Vegetable,French Fries,Manchow Soup (VEG),PANEER CHILLY DRY,PANEER TIKKA,ROASTED PAPAD,Veg Sweet Corn Soup",
Detail,2023-08-15 20:59:57+00:00,3718,Multiple,,Cash,4065.0,5.0,203.25,,,15,Dine in,"BUTTER GARLIC NAAN,Dim Sum (VEG),FRESH LIME SODA,Lemon Coriander (VEG),PUDINA PARATHA,Paneer Lawabdar,ROASTED MASALA PAPAD,ROASTED PAPAD,Roti,Subzi Kurkure Kebab,TOMATO SOUP",
Detail,2023-09-10 21:32:12+00:00,5332,MK,,Cash,4315.0,5.0,215.75,,,G 1,Garden Table,"BURNT GARLIC NOODLES (VEG),Butter Kulcha,Butter Roti,Diwani Handi,MASALA CHAAS,PANEER TIKKA,ROASTED PAPAD,Subzi Kurkure Kebab,THUMPS UP",
Detail,2023-08-06 23:20:31+00:00,3132,SK,,Cash,2495.0,5.0,124.75,,,3,Dine in,"BUTTER GARLIC NAAN,BUTTER PUDINA PARATHA,Butter Naan,Paneer Khurchan,Papad Fried,Papad Masala,ROASTED PAPAD,VEG CRISPY",
Detail,2023-08-05 23:49:38+00:00,3017,TD,,Cash,3825.0,5.0,191.25,,,G 5,Garden Table,"Crispy Corn,DAL KHICHDI,Exotic Stir Fried Vegetable,ROASTED PAPAD,Raita,Sweet Corn Soup (VEG),Virgin Colada,Virgin Mojito",
Detail,2023-08-11 22:04:32+00:00,3407,Multiple,,Cash,7185.0,5.0,359.25,,,PDR 1,Personal Dine In Room,"Amritsari Dal,BUTTER GARLIC NAAN,Butter Paratha,Butter Roti,Jeera Rice,MILLENNIUM KULFI,Paneer Lawabdar,Peshawari Kofta,ROASTED PAPAD,Roti",
Detail,2023-09-02 22:55:29+00:00,4831,Multiple,,Cash,8150.0,5.0,407.5,,,PDR 6,Personal Dine In Room,"BROWNIE SUNDAE,Burnt Garlic Soup (VEG),Chicken Kebabs (Murg Alishan),Chilly Crispy Patato,Dum Pukht Biryani (VEG),Exotic Stir Fried Vegetable,FRESH LIME SODA,Murg Makhanwala,PEPSI,Papad Masala,Prawns (100 GMS),ROASTED MASALA PAPAD,ROASTED PAPAD,Roomali Roti,VEG MANCHURIAN DRY",
Detail,2024-02-28 22:46:49+00:00,16077,Multiple,,Cash,7095.0,5.0,354.75,,,20,Dine in,"BUTTER GARLIC NAAN,Butter Kulcha,Butter Roomali Roti,Crispy Corn,FORTUNE RICE (VEG),Funci Tongi Soup (VEG),Manchow Soup (VEG),Methi Roti,Mushroom Galauti,Paneer Ke Shikanje,Paneer Khurchan,ROASTED MASALA PAPAD,ROASTED PAPAD,Roomali Roti,THUMPS UP,VEG KOLHAPURI",
Detail,2023-09-22 14:30:03+00:00,5913,MK,,Cash,1795.0,5.0,89.75,,,12,Dine in,"Dhabe Da Murg,Juices Fresh,Malabari Paratha (1pc),PEPSI,ROASTED PAPAD",
Detail,2023-09-23 00:09:37+00:00,5961,UP,,Cash,2945.0,5.0,147.25,,,12,Dine in,"Butter Naan,Chicken Kebabs (Chicken Angare),Ludhiyani Tangdi,Papad Fried,Pepper Blast Chicken,Roti,THUMPS UP",
Detail,2023-09-23 20:45:44+00:00,6004,UP,,Cash,2960.0,5.0,148.0,,,3,Dine in,"Dum Pukht Biryani (VEG),Manchow Soup (VEG),Mushroom Galauti,Mushroom Paneer Babycorn In Red Chilli Flakes,ROASTED PAPAD",
Detail,2023-09-24 21:05:28+00:00,6074,Multiple,,Cash,4880.0,5.0,244.0,,,20,Dine in,"Burnt Garlic Soup (VEG),Dum Pukht Biryani (VEG),Paneer Ke Shikanje,ROASTED PAPAD,Subzi Kurkure Kebab,TOMATO SOUP,Tom Yum Soup (VEG)",
