Total_Cost,Customer_year,Customer_month,Customer_day,Customer_hour
2.8518811914292495,,,,
1.6157490865969089,,,,
1.243710311942956,,,,
0.9777562226863412,,,,
0.9011499330564341,,,,
0.8152561983255816,,,,
0.7982253457745615,,,,
0.5896526517177059,,,,
0.5843046080112277,,,,
0.04487959520416106,,,,
-0.5309397579757126,,,,
-0.5917617360661473,,,,
-0.600588339540109,,,,
-0.613299400085018,,,,
-0.6876907161361532,,,,
-0.7491827529108461,,,,
-0.7608614531459079,,,,
-0.7952176789214854,,,,
-0.8067660140882167,,,,
-0.8105505653227273,,,,
-0.8334871331387124,,,,
-0.835833715473009,,,,
-0.8785089315736057,,,,
-0.9278769503674741,,,,
