Total_Purchase_Quantity,Standard_Deviation_Quantity,Total_Amount,Avg_Quantity,Raw_Material_year,Raw_Material_month,Raw_Material_day,Raw_Material_hour
-0.19986467905098448,,-0.270055057182931,-0.2648437612901209,,,,
-0.06689731971038135,,-0.3828344133059939,-0.003026996782262627,,,,
0.02299610632270246,,-0.03059426359503091,0.6253332380365972,,,,
-0.1792641022517361,,-0.42688398884525497,-0.182558492444794,,,,
-0.19237356021489418,,-0.38031631764094803,-0.23492184534636565,,,,
-0.19986467905098448,,-0.45258575041608773,-0.2648437612901209,,,,
-0.19611911963293932,,0.09532601980370141,-0.24988280331824325,,,,
-0.1361901689442168,,0.3886362596414529,-0.010507475768201434,,,,
-0.17364576312466837,,-0.11996229541147373,-0.16011705548697758,,,,
-0.2008010689054958,,-0.48615325504958085,-0.2685840007830903,,,,
-0.19705550948745063,,-0.2952592640530491,-0.2660905077877773,,,,
0.07917949759337985,,0.5884428348408168,-0.04790987069789547,,,,
-0.15304518632542,,-0.31502195076367706,-0.2593580767004324,,,,
-0.021950606693839445,,1.4051068003829448,-0.16973481418318462,,,,
0.5174099495046633,,2.3011702660624787,-0.05136239946063647,,,,
-0.1080984733088781,,0.10890705436234324,0.10169970902088067,,,,
-0.0893706762186523,,-0.199158356126858,-0.04790987069789547,,,,
-0.14649045734384097,,0.01299989826664851,-0.25761263160371334,,,,
-0.1905007805058716,,-0.4484322924257374,-0.22744136636042683,,,,
2.0455981920670885,,0.9033670601295889,4.215963151287225,,,,
1.596131061901669,,0.10309449944745265,3.3183056729745677,,,,
-0.15679074574346516,,-0.07170297697510312,-0.182558492444794,,,,
-0.19705550948745063,,-0.37547252187853924,-0.2676489409098479,,,,
-0.19986467905098448,,-0.4142228879778098,-0.2685840007830903,,,,
-0.19986467905098448,,-0.42400735541787565,-0.2648437612901209,,,,
0.30391306267608936,,0.7017876556811834,0.40091886845843294,,,,
-0.19874101122557095,,-0.3799288139799553,-0.268334651483559,,,,
-0.20061379093459353,,-0.45781704983948923,-0.2678359528844964,,,,
-0.15304518632542,,-0.18404571334814246,-0.26016846192390913,,,,
-0.17364576312466837,,-0.4316605527224816,-0.2621235871134158,,,,
-0.19930284513827773,,-0.4830047878040151,-0.2674619289351995,,,,
-0.19611911963293932,,-0.09057401776178693,-0.24988280331824325,,,,
-0.1979918993419619,,-0.4546201446362994,-0.2573632823041821,,,,
-0.19611911963293932,,-0.4880423353969203,-0.24988280331824325,,,,
-0.19986467905098448,,-0.3020580157851661,-0.2648437612901209,,,,
-0.1792641022517361,,-0.3799270702134809,-0.22744136636042683,,,,
0.36946035249187964,,-0.265033978495618,-0.13811564670480464,,,,
-0.19986467905098448,,-0.4959861604472708,-0.2648437612901209,,,,
0.07917949759337985,,1.300480811914914,0.10169970902088067,,,,
-0.19705550948745063,,-0.47089529839799305,-0.27024632944663224,,,,
-0.17458215297917967,,-0.4537966993566899,-0.2632853281680503,,,,
-0.14929962690737486,,-0.12165762392831682,-0.2600034513580428,,,,
-0.14602226241658534,,-0.09792302469251357,-0.25923340205066675,,,,
-0.18300966166978128,,-0.37741004018350277,-0.1975194504166716,,,,
-0.19424633992391677,,-0.4471606991621898,-0.2648437612901209,,,,
-0.18675522108782644,,-0.31313471105872737,-0.24240232433230446,,,,
-0.19611911963293932,,-0.3811076001166951,-0.24988280331824325,,,,
1.7084978444430239,,0.5855365573833716,2.2710386149431345,,,,
3.8434667127287643,,0.45766083363535476,7.806593064537852,,,,
17.057800339592085,,3.774690815470105,8.345187551525447,,,,
-0.19611911963293932,,0.18749570308912142,-0.24988280331824325,,,,
-0.19986467905098448,,-0.44173564790829195,-0.2648437612901209,,,,
-0.18675522108782644,,-0.4200354428927004,-0.24240232433230446,,,,
0.7346523957512826,,-0.22991645921815404,3.4679152526933437,,,,
-0.1455540674893297,,-0.11778258731838975,-0.1975194504166716,,,,
-0.20126926383275143,,-0.45309434897114065,-0.27045412052957496,,,,
-0.19986467905098448,,-0.38279634107130134,-0.2648437612901209,,,,
-0.2008010689054958,,-0.45665453885651114,-0.2685840007830903,,,,
-0.19424633992391677,,-0.48281103597351877,-0.2573632823041821,,,,
-0.1905007805058716,,-0.46662307053554847,-0.22744136636042683,,,,
-0.19986467905098448,,-0.4249354266859532,-0.2648437612901209,,,,
-0.19237356021489418,,-0.3151096234669767,-0.23492184534636565,,,,
-0.19986467905098448,,-0.23827781946322416,-0.2648437612901209,,,,
-0.18057504804805194,,-0.3372065353555095,-0.24414776942902353,,,,
-0.1989282891964732,,-0.45781704983948923,-0.2667138810366056,,,,
-0.19986467905098448,,-0.43020741399375895,-0.2648437612901209,,,,
-0.19424633992391677,,-0.4704109188217522,-0.24240232433230446,,,,
-0.15866352545248774,,-0.2266161874133944,-0.23791403694074115,,,,
-0.1979918993419619,,-0.4461919400097081,-0.2573632823041821,,,,
-0.19611911963293932,,-0.4838766710412487,-0.26110352179715146,,,,
-0.17739132254271353,,-0.4006602598430651,-0.2561165358065256,,,,
-0.11371681243594584,,0.3864565515483689,-0.25164291602081706,,,,
-0.06689731971038135,,0.4221154134402396,0.26627024671153443,,,,
-0.11184403272692325,,0.14694441372538727,0.08673875104900305,,,,
0.09790729468360564,,3.6836283270200556,0.0268949191614926,,,,
0.2664574684956378,,0.0834771266096969,0.3510490085521742,,,,
-0.19424633992391677,,-0.43841784156287245,-0.24240232433230446,,,,
