Previous_Average_Price,Current_Average_Price,Average_Amount,Price_Change,Unit_year,Unit_month,Unit_day,Unit_hour,Current_Vendors_year,Current_Vendors_month,Current_Vendors_day,Current_Vendors_hour,Raw_Material_year,Raw_Material_month,Raw_Material_day,Raw_Material_hour,Previous_Vendors_year,Previous_Vendors_month,Previous_Vendors_day,Previous_Vendors_hour
0.6304393470262935,0.5993542302325022,8.354960368445896,-0.30777961631536854,,,,,,,,,,,,,,,,
-0.3532164038415899,-0.36332503540237765,4.639305982827003,-0.23445778953789267,,,,,,,,,,,,,,,,
0.6694193361186173,0.7441334740829989,4.2565597313067975,1.2656333480251376,,,,,,,,,,,,,,,,
-0.5013536819451169,-0.5184012999333787,3.240566722304554,-0.37269459626301227,,,,,,,,,,,,,,,,
-0.17747487726451763,-0.1883203522805745,3.006053062432707,-0.2030482061054893,,,,,,,,,,,,,,,,
-0.3421740451281273,-0.36145273543627626,2.58462303426879,-0.36736076968645703,,,,,,,,,,,,,,,,
1.3330260816922925,1.2861536190074425,2.291195551315265,-0.37204588281983525,,,,,,,,,,,,,,,,
3.0477763579884716,2.9984398843768836,2.210363183444543,0.004282245061347278,,,,,,,,,,,,,,,,
6.492387265482544,6.362846324135202,2.1460881452477527,-0.35223587592336597,,,,,,,,,,,,,,,,
4.157276763960827,4.064946236035165,1.841973824917344,-0.3642334857339036,,,,,,,,,,,,,,,,
-0.4520093026642767,-0.467655427868279,1.808536501384978,-0.34009875902202724,,,,,,,,,,,,,,,,
2.4991892526350323,2.454554359949923,1.779007738850476,-0.0582634339896634,,,,,,,,,,,,,,,,
0.25445099984523045,0.225725394930413,1.5556945179028063,-0.3634022473518104,,,,,,,,,,,,,,,,
2.115095670782033,2.0557280435821,1.4626987082067315,-0.3685117031857206,,,,,,,,,,,,,,,,
-0.4562850084488277,-0.4726884922932827,1.4625872726378562,-0.3523239856649474,,,,,,,,,,,,,,,,
0.4699131444163863,0.6968698534669486,1.3564739995894601,3.468212308548932,,,,,,,,,,,,,,,,
3.163031186911473,3.110035505340278,1.3370808841702706,-0.022069094315781655,,,,,,,,,,,,,,,,
0.8207249331415561,0.9048864061523512,1.3076086710289294,1.4417137063505785,,,,,,,,,,,,,,,,
-0.4956954889126443,-0.5127190674026565,1.3024660026862074,-0.37097724977001323,,,,,,,,,,,,,,,,
-0.280183681666333,-0.2990477696306556,1.229736830211909,-0.34631014616092287,,,,,,,,,,,,,,,,
-0.17091257277535463,-0.14755253043804467,1.224148419593686,0.3041914887488453,,,,,,,,,,,,,,,,
-0.36853929003084424,-0.3603897599246611,1.1925213570495963,0.03176424276568689,,,,,,,,,,,,,,,,
-0.3724298767003192,-0.3913579459835419,1.1480981345234151,-0.36946035140329947,,,,,,,,,,,,,,,,
5.2342015073389225,5.510744322761722,1.0099592769107324,5.348044522703445,,,,,,,,,,,,,,,,
0.10948293992231474,0.1891594795947019,0.9935599528941623,1.2042115203825814,,,,,,,,,,,,,,,,
5.232335452411727,5.16070727466378,0.9174211846557693,0.20058422263309267,,,,,,,,,,,,,,,,
