Average_Per_Cover,Average_Selling_Price,Average_Per_Bill,Total_Bills,Total_Sales,Total_Items_Sold,Staff_year,Staff_month,Staff_day,Staff_hour
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
