Average_Per_Bill,Average_Per_Cover,Average_Selling_Price,Total_Sales,Total_Bills,Total_Items_Sold,Staff_year,Staff_month,Staff_day,Staff_hour
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
