Total_Sales,Invoice_No_,Percentage,Total_Discount,Reason_year,Reason_month,Reason_day,Reason_hour,Items_year,Items_month,Items_day,Items_hour,Staff_year,Staff_month,Staff_day,Staff_hour,Settled_By_year,Settled_By_month,Settled_By_day,Settled_By_hour,Area_year,Area_month,Area_day,Area_hour,Record_Type_year,Record_Type_month,Record_Type_day,Record_Type_hour,Table_No__year,Table_No__month,Table_No__day,Table_No__hour,Timestamp_year,Timestamp_month,Timestamp_day,Timestamp_hour
0.5042293855192435,0.5665536670836011,-1.471466015895563,-0.3130806982878779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,15,15
-0.35742262748452563,0.5851874276536975,-0.8426558465043511,-0.5085352118072957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,16,14
-0.5811281635374289,0.5016460677644322,1.0395982553968668,-0.3324661427962584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,12,20
1.1630036192750346,0.5997838734336063,1.0395982553968668,1.7547000492727123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,16,23
0.5373995167270877,0.3286626571387045,1.0395982553968668,1.0060526446871594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,3,0
-0.7940341219877783,-2.1182606683911134,-0.842431733794025,-0.769900236655207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,3,21
-0.497817136317727,0.43363284168358057,1.0395982553968668,-0.2327695710388728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,8,23
-1.0231394468419586,0.5181058896013506,1.0395982553968668,-0.8614118429534987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,13,0
-0.7978911139886905,0.380526624058806,1.0395982553968668,-0.5918618526464932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,6,0
0.833616502397139,0.3106500219209447,1.0395982553968668,1.3605293442689748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,2,15
-0.36127961948543774,0.5295967086195768,-1.471466015895563,-0.6583262338180835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,13,15
-0.9467710052238986,-2.0518002556911035,-0.21593388024934812,-0.8309490015831864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,17,21
-0.6582680035556715,0.6059951269569718,-0.21593388024934812,-0.6007853112297159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,17,21
-0.8650027748045614,0.33704784939524784,1.0395982553968668,-0.6721729798954983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,3,21
0.32757915187746806,-2.056148133157459,-0.21593388024934812,0.18570986596743713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,16,17
0.47800183991304096,-2.069812890908863,-1.471466015895563,-0.3235426842130356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,13,15
-0.3936783522930996,-2.0713657042897045,1.0395982553968668,-0.1081488563421408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,13,14
0.47337344951194643,0.33052603319571416,-0.8433920686865692,-0.01152933926862527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,3,14
0.035219158208328855,0.5236960177723795,1.0395982553968668,0.40510386492736283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,13,14
0.029819369407051877,0.3165507127681419,1.0395982553968668,0.398642050091236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,2,20
2.27150312033718,-2.061738261328488,1.0395982553968668,3.0812183234890376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,15,0
0.09075984302146348,0.5553734107415433,-1.471466015895563,-0.4780108293433059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,14,14
-0.8364610339978117,0.387359002934508,-1.471466015895563,-0.847872802344471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,6,14
-0.6220122787470975,0.3767998719447867,1.0395982553968668,-0.38139131226979023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,5,23
0.06530369581544344,0.5615846642649088,1.0395982553968668,0.44110540472864096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,14,21
-0.8704025636058385,0.4302166522457296,-0.21593388024934812,-0.7700233188425619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,8,21
-1.0532239844490732,0.5886036170915485,-0.21593388024934812,-0.9158757108579964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,16,17
-1.0516811876487084,0.5882930544153803,-0.21593388024934812,-0.9146448889844484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,16,17
0.7148211487690456,0.3118922726256178,-0.8427390816421148,0.13333839524797061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,2,15
-0.033435299407906995,0.5858085530060341,-1.471466015895563,-0.5275514097536117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,16,14
3.6607916390657276,0.5879824917392119,-0.21593388024934812,2.8449005237678273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,16,17
0.5582272735320132,0.5870508037107072,-0.8428235878102556,0.03954976848361536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,16,15
