ConsumedQuantity,Purchased_Quantity,Variance,VariancePercentage,Unit_year,Unit_month,Unit_day,Unit_hour,Raw_Material_year,Raw_Material_month,Raw_Material_day,Raw_Material_hour
-0.0975494477383822,-0.2704501537247126,0.029209027027412644,0.5293295865026059,,,,,,,,
-0.09724721705510234,-0.31414097419153375,0.01327567857664571,0.13914897519057656,,,,,,,,
-0.09765522847753015,-0.3182369886102982,0.0123429947648935,0.4845547622536846,,,,,,,,
-0.06641968736055626,-0.1898952034890112,0.017841943071682596,-0.711034041036687,,,,,,,,
-0.029113842969905903,0.08180708628903259,0.06654163968406888,-0.34620098194850174,,,,,,,,
-0.0837677285808204,-0.07384146162401763,0.08143932048553644,0.2478878340808141,,,,,,,,
-0.09751922467005422,-0.17678795734896488,0.062494180559319656,0.5366187958039872,,,,,,,,
-0.09371414036756073,-0.18852986534942304,0.05342383049002941,0.3851306659080884,,,,,,,,
-0.09640852690900072,-0.30594894535400474,0.015111899831032876,0.06143267310137696,,,,,,,,
-0.04319325935049889,0.9911222872547469,0.4081701182899829,0.32594394510404606,,,,,,,,
-0.0895630019327118,-0.1994525704661283,0.04419997621005495,0.19115609653814655,,,,,,,,
-0.09049236128379738,-0.26225812488718364,0.023049427687299083,-0.1089401020253859,,,,,,,,
-0.09759931580112338,-0.31414097419153375,0.01372841884360043,0.47448042679767727,,,,,,,,
-0.09764200588513666,-0.31414097419153375,0.013783311172104596,0.5151375663165639,,,,,,,,
-0.0893589962214979,1.2368831523806156,0.5549706640772316,0.514348536283982,,,,,,,,
-0.012290171985132652,0.41768026862771984,0.1644093179059935,-0.06020559944152586,,,,,,,,
-0.09702809980972445,-0.30594894535400474,0.01590856725357122,0.29745996092783444,,,,,,,,
-0.09502582153299534,-0.2581621104684192,0.03033601996661323,0.31824827218626217,,,,,,,,
-0.08769672746345865,-0.1830685127910704,0.047629532309518795,0.16217602766145034,,,,,,,,
-0.08769672746345865,-0.17828982930251183,0.0493297371746921,0.1750244554894018,,,,,,,,
-0.09521471571004525,-0.26498880116636,0.028150042282818984,0.30825389177355655,,,,,,,,
-0.09525249454545523,-0.30594894535400474,0.013625435006052788,-0.3789597054040858,,,,,,,,
-0.09765447290082196,-0.31687165047071003,0.0128277960378772,0.5118993870628474,,,,,,,,
-0.0975494477383822,-0.31687165047071003,0.01269275119430058,0.3118518687221306,,,,,,,,
-0.09628234559873138,-0.31687165047071003,0.011063469160645937,-2.1016710683813375,,,,,,,,
-0.09766429539802854,-0.3189196576800923,0.01211176690322993,0.4960682884891215,,,,,,,,
-0.09691476330349448,-0.2704501537247126,0.028392928692129456,0.4621673501292239,,,,,,,,
-0.0975494477383822,-0.31414097419153375,0.013664296831542464,0.42698713107649994,,,,,,,,
-0.09381689879987588,-0.21583662814118623,0.04384050432427544,0.348967841454789,,,,,,,,
-0.07111484102530892,-0.2977569165164758,-0.014496925009550845,-5.780602498298295,,,,,,,,
-0.08457619565859405,-0.1052442388345453,0.07130609948910357,0.2244004035262163,,,,,,,,
-0.06467128285778244,0.44498703141948304,0.24147814712584365,0.3176394716422669,,,,,,,,
-0.09685431716683851,-0.28683421139977056,0.02248593121769879,0.41259522328220377,,,,,,,,
-0.09211685120642665,-0.015131921621726753,0.11306313097775984,0.4472519698541188,,,,,,,,
-0.09112200854063043,-0.22129798069953888,0.03843223361029561,0.19565053912373906,,,,,,,,
-0.04216945291088823,0.09409512954532602,0.08770093211756047,-0.15567139338762845,,,,,,,,
-0.07318209889894325,0.7071319542204096,0.34569001835895713,0.4180687414060987,,,,,,,,
-0.07529771368190226,-0.10114822441578081,0.06083283751963606,0.009441906194482912,,,,,,,,
-0.09705832287805242,-0.2643061320965659,0.030763500046999664,0.4845547622536846,,,,,,,,
-0.08875453485493819,-0.24314339093294943,0.027615692182335963,-0.06439372075732552,,,,,,,,
0.014668804963432097,-0.019227936040491233,-0.025702732389499924,-1.4031401982563778,,,,,,,,
-0.08750405540286774,-0.0984175481366045,0.07749970292652059,0.30305681395894934,,,,,,,,
-0.0620977885896542,0.13368993559338266,0.1274128600398225,0.1339470808070961,,,,,,,,
0.03828813286175253,0.453179060257012,0.11200414623316618,-0.37295883925664053,,,,,,,,
-0.09428535635895967,-0.28683421139977056,0.019182676051076375,0.0048245024438120804,,,,,,,,
-0.09548672332499714,-0.2499700816308902,0.033843299717056435,0.3790141050955126,,,,,,,,
-0.09694498637182247,-0.28683421139977056,0.022602516694167813,0.42698713107649994,,,,,,,,
-0.09744517815265065,-0.31550631233112186,0.013044450714982142,0.2562031585841851,,,,,,,,
0.8093994981819967,0.4422563551403067,-0.8834026518593806,-5.650524670028826,,,,,,,,
-0.07337703768965867,-0.20491392302448094,0.021444434294575446,-0.5596124146696331,,,,,,,,
-0.09734544202716829,-0.27591150628306527,0.02700361843087356,0.5034441412336983,,,,,,,,
-0.08330078217515324,0.20878353327073143,0.18139387873625643,0.4006726247322023,,,,,,,,
-0.08851728376856347,-0.1830685127910704,0.04868463087156349,0.1934352513906616,,,,,,,,
-0.09359778155449798,0.9993143160922758,0.4758965646621146,0.5260618586459301,,,,,,,,
-0.08288974844589249,0.9911222872547469,0.459213182979397,0.48346937254086514,,,,,,,,
-0.0973038853082173,-0.30594894535400474,0.01626318141116451,0.40252088782619644,,,,,,,,
-0.09763407232970056,-0.31687165047071003,0.01280156430567167,0.4730412360182477,,,,,,,,
12.493259925427427,10.603102789955392,-12.291777297172228,-5.453546393672915,,,,,,,,
-0.09393023530610584,-0.3086796216331811,0.010953684503637602,-1.238876196113282,,,,,,,,
-0.0955683256094827,-0.2890187524231116,0.02005512403331959,0.1846376837546911,,,,,,,,
-0.09523738301129124,0.5310033342135371,0.311384741907946,0.527245365149125,,,,,,,,
-0.06520698674389579,0.035385589543035154,0.09643512739636495,0.06646984082938096,,,,,,,,
-0.07022401608634153,-0.0006593373420921519,0.09006178801605823,0.09453159666048576,,,,,,,,
-0.09403299373842099,-0.27864218256224155,0.021772816719963246,0.08023809928592383,,,,,,,,
-0.09757967080671018,-0.2977569165164758,0.019532432480483457,0.520534531739425,,,,,,,,
-0.093121012651624,-0.31414097419153375,0.007970067851667767,-3.790561448041996,,,,,,,,
-0.06541779264548345,-0.0847641667407229,0.053958180590512377,-0.1722182764613717,,,,,,,,
-0.09510289035723171,-0.1359643469752789,0.0739117848881863,0.46940313293270075,,,,,,,,
-0.0835811011338953,-0.08749484301989921,0.07634162052692853,0.226397799736473,,,,,,,,
-0.09354489118492401,-0.12299363464919137,0.07652329956109251,0.43298375932412364,,,,,,,,
-0.09706871205779016,-0.31550631233112186,0.012560378101226372,-0.22184804531635288,,,,,,,,
-0.09392570184585664,-0.06291875650731234,0.0983869625815839,0.46624335616647367,,,,,,,,
-0.09567561750204705,-0.31414097419153375,0.011254863651182587,-1.3576094354162251,,,,,,,,
-0.09411912948315575,-0.2499700816308902,0.03208480211364863,0.2768597791830575,,,,,,,,
-0.0893589962214979,-0.26498880116636,0.02062056359419437,-0.24943253525542,,,,,,,,
-0.0921999646443286,-0.26225812488718364,0.025245120827465745,0.045944238998944155,,,,,,,,
-0.09724721705510234,-0.2813728588414179,0.024934226223548343,0.4845547622536846,,,,,,,,
-0.09749763676410565,-0.3114102979123574,0.014569222196516338,0.4324697626171842,,,,,,,,
-0.09757967080671018,-0.3086796216331811,0.015646249931515914,0.49894667004798077,,,,,,,,
-0.09706587864513441,-0.2527007579100665,0.03490228446165009,0.49512840879643244,,,,,,,,
-0.09764011694336616,-0.3004875927956521,0.01863861049422092,0.5338984461198432,,,,,,,,
-0.09763331675299236,-0.3189196576800923,0.012071933532103014,0.26004100066266445,,,,,,,,
-0.09525249454545523,-0.30321826907482846,0.014596980643294675,-0.22544602226492652,,,,,,,,
-0.09762047194895297,-0.3182369886102982,0.012298303665580372,0.35214921054615983,,,,,,,,
-0.09700543250847846,-0.31414097419153375,0.012964783972728306,-0.09112154951816225,,,,,,,,
-0.0908822388652284,-0.25952744860800736,0.02452229087335778,-0.045590786678025366,,,,,,,,
-0.09275909140839636,-0.22402865697871518,0.039565703520411145,0.2748441058225119,,,,,,,,
-0.0931187459214994,-0.12299363464919137,0.07597534782168808,0.42171009821859146,,,,,,,,
-0.09717468169111516,-0.3114102979123574,0.014153955832712376,0.22741934299559316,,,,,,,,
-0.09765220617069735,-0.3189196576800923,0.012096222173034061,0.40396007860562616,,,,,,,,
-0.09427024482479568,-0.3004875927956521,0.01430551695212211,-0.3830716790595987,,,,,,,,
-0.09619545427728841,-0.10660957697413345,0.08576075547998835,0.5061057216174513,,,,,,,,
-0.09763256117628416,-0.25952744860800736,0.033202079596476794,0.5388515052958021,,,,,,,,
-0.0713158244296904,-0.23768203837459678,0.007135510149277458,-1.1311767527859422,,,,,,,,
-0.09087014963789722,-0.2922955639581232,0.01284819849625928,-0.753149308055786,,,,,,,,
-0.09706587864513441,-0.3004875927956521,0.01790023580991709,0.3776434472103418,,,,,,,,
-0.08889356096924689,-0.2704501537247126,0.01807900020716959,-0.38663538956104415,,,,,,,,
-0.09720792706627596,-0.31414097419153375,0.013225158203509132,0.1017300149254064,,,,,,,,
-0.09041680361297742,-0.2704501537247126,0.020037636211849237,-0.22544602226492652,,,,,,,,
-0.09548899005512174,0.3712587718817224,0.25487284682649725,0.5256996907422792,,,,,,,,
-0.09763860578994976,-0.3114102979123574,0.014750484853978894,0.5219737225188545,,,,,,,,
-0.09754189197130021,-0.3114102979123574,0.014626127012411932,0.4605682492631911,,,,,,,,
-0.00015032101448824898,1.5918710686735371,0.5665641181664384,0.27676234153280727,,,,,,,,
-0.09751922467005422,-0.31414097419153375,0.01362543500605279,0.3982033154879076,,,,,,,,
0.0035769388870601922,0.41768026862771984,0.1440068595239139,-0.17214266006382953,,,,,,,,
0.15530807554417447,0.8491271207375783,0.10241013306540293,-0.5837249449212958,,,,,,,,
-0.09540360988709518,-0.30594894535400474,0.013819744133501167,-0.32139207422690086,,,,,,,,
-0.09053014011920736,-0.24068578228169077,0.03077321550337208,0.07152194825405685,,,,,,,,
-0.09759478234087418,-0.3182369886102982,0.01226527111391415,0.2542842375449459,,,,,,,,
-0.08224146363025711,-0.18443385093065856,0.04012919999001146,-0.05158014628534791,,,,,,,,
-0.07602306732177393,2.342807045447025,0.9312988666628762,0.49983232591224513,,,,,,,,
-0.07953649901490233,-0.28683421139977056,0.0002181052121147623,-2.3362591654283644,,,,,,,,
-0.09654453071647666,-0.21856730442036254,0.04637623843747676,0.4841657917727574,,,,,,,,
-0.09570584057037504,-0.13391633976589665,0.07541573753463675,0.4870945106879723,,,,,,,,
-0.0678552831061356,0.05886940554395149,0.10819568733517798,0.13237875593958037,,,,,,,,
-0.07714132084990945,3.9102152296942325,1.490403949982837,0.5168784854404868,,,,,,,,
-0.09721699398677436,-0.3086796216331811,0.015179908025639807,0.3262437765164268,,,,,,,,
-0.05112303690305468,0.453179060257012,0.22697199921618547,0.22883141121616782,,,,,,,,
-0.09751922467005422,-0.31414097419153375,0.01362543500605279,0.3982033154879076,,,,,,,,
-0.09754189197130021,-0.01799913171486184,0.11901870573405261,0.5399072514435171,,,,,,,,
-0.09745348949644084,-0.31414097419153375,0.013540910535612745,0.33559851658271916,,,,,,,,
-0.09453469667266555,-0.2540660960496547,0.031161833758268833,0.29326232115449796,,,,,,,,
-0.09736810932841428,-0.08121428757779368,0.0963039687353373,0.5355281630554759,,,,,,,,
-0.08070386502907081,1.1740775979595603,0.5214960591460626,0.4830419017451436,,,,,,,,
-0.09706890095196723,-0.21583662814118623,0.04802203674696452,0.5119751339459753,,,,,,,,
-0.09752678043713621,-0.2704501537247126,0.029179880658295385,0.5269309352035566,,,,,,,,
-0.09766278424461215,-0.2922955639581232,0.021582393775063838,0.5406832026514398,,,,,,,,
-0.08875453485493819,-0.256796772328831,0.022757963996126535,-0.19624504992867223,,,,,,,,
-0.09492004079384739,-0.2527007579100665,0.03214309485188314,0.3282997633441833,,,,,,,,
-0.07069700710567482,2.0915848277628037,0.835068242839705,0.4839370348409968,,,,,,,,
-0.0931368797624962,-0.26498880116636,0.025478291780403797,0.11036515960198423,,,,,,,,
-0.09679991564384816,-0.30594894535400474,0.015615160471124174,0.21053283785028548,,,,,,,,
-0.07504308433123953,0.08999911512656154,0.12851362124681828,0.25479275162035186,,,,,,,,
-0.09521471571004525,-0.2977569165164758,0.016491494635916353,-0.04254886071241257,,,,,,,,
-0.09758722657379218,-0.31687165047071003,0.012741328476162673,0.38381140769361144,,,,,,,,
-0.09757967080671018,-0.28819954953935867,0.02293284221083006,0.527104750515082,,,,,,,,
-0.09502582153299534,-0.2977569165164758,0.01624860822660588,-0.08752357256958809,,,,,,,,
-0.09765617294841539,-0.31687165047071003,0.012829982015560995,0.5151375663165639,,,,,,,,
-0.09651808553168967,-0.31687165047071003,0.011366591399465404,-1.6526435451992971,,,,,,,,
-0.0964236384431647,-0.3018529309352403,0.01658864919964054,0.17678934942181246,,,,,,,,
-0.09746482314706384,-0.31550631233112186,0.01306971090155043,0.28114913209429865,,,,,,,,
-0.09746633430048023,-0.3086796216331811,0.015500518085929631,0.44497701581937016,,,,,,,,
-0.07474916499174962,0.4996005570030094,0.27386753558021376,0.39659142181494855,,,,,,,,
-0.09615918659529482,-0.2813728588414179,0.023535200505920027,0.33652371065520964,,,,,,,,
-0.09551442780429778,-0.2540660960496547,0.03242160460122581,0.3710186007653482,,,,,,,,
-0.09760989387503817,-0.3182369886102982,0.012284702026658987,0.3118518687221306,,,,,,,,
-0.09696009790598646,-0.3114102979123574,0.01387803687173568,0.09117594920958941,,,,,,,,
-0.09683081033591674,-0.28683421139977056,0.022455705353429046,0.4088639879281273,,,,,,,,
-0.0915728359765229,-0.09022551929907553,0.0856461130947938,0.403857279264238,,,,,,,,
-0.0731292085293692,-0.18852986534942304,0.026955041149011448,-0.43173003398317195,,,,,,,,
-0.06638946429222826,0.008078826751271962,0.08824013994622965,0.04560157452765146,,,,,,,,
-0.0962196327319508,-0.13391633976589665,0.07607638856796123,0.501486418482268,,,,,,,,
-0.0971414363159544,-0.2813728588414179,0.02479820983433448,0.47016285445938844,,,,,,,,
-0.09030346710674746,-0.2540660960496547,0.025721178189714262,-0.04254886071241308,,,,,,,,
-0.09368089499239994,-0.18852986534942304,0.05338108248199076,0.38381140769361144,,,,,,,,
-0.09706361191500983,-0.28956488767894684,0.021783503721972908,0.4370614665325073,,,,,,,,
-0.09706911683102669,-0.23768203837459678,0.04024994923349722,0.503949571328855,,,,,,,,
-0.09676364796185456,-0.3182369886102982,0.011196570912948076,-2.911935477200211,,,,,,,,
