Reason,Total_Sales,Invoice_No_,Percentage,Total_Discount,Items_year,Items_month,Items_day,Items_hour,Staff_year,Staff_month,Staff_day,Staff_hour,Settled_By_year,Settled_By_month,Settled_By_day,Settled_By_hour,Area_year,Area_month,Area_day,Area_hour,Record_Type_year,Record_Type_month,Record_Type_day,Record_Type_hour,Table_No__year,Table_No__month,Table_No__day,Table_No__hour,Timestamp_year,Timestamp_month,Timestamp_day,Timestamp_hour
,-0.39996873266226474,0.23088257038002563,0.518234255385569,-0.19399174250119453,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,5,14
,0.742775009023631,0.509995260938608,0.518234255385569,0.4858181547052272,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,26,22
,-0.21127745149230406,0.04318318420131409,0.518234255385569,-0.08174067887545512,,,,,,,,,,,,,,,,,,,,,,,,,2023,10,21,23
,-0.5780639591660937,1.446348169767819,0.518234255385569,-0.29993929067494857,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,10,13
,-0.27852164456583217,0.9497146952264307,0.518234255385569,-0.12174375770536226,,,,,,,,,,,,,,,,,,,,,,,,,2023,12,31,20
,-0.6628323964951472,2.0201664386256866,0.518234255385569,-0.35036741429083146,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,30,22
,-0.42401362594310205,-1.1321307292541694,0.518234255385569,-0.2082958737191613,,,,,,,,,,,,,,,,,,,,,,,,,2023,7,14,15
,0.11638516202961469,-1.2132137455058245,0.518234255385569,0.11318341433209234,,,,,,,,,,,,,,,,,,,,,,,,,2023,7,6,23
,-0.5560567687056663,-1.151621838930048,0.518234255385569,-0.28684737396697896,,,,,,,,,,,,,,,,,,,,,,,,,2023,7,12,15
,-0.34291305369078634,-1.0989958428051756,0.518234255385569,-0.16004973622127333,,,,,,,,,,,,,,,,,,,,,,,,,2023,7,16,15
,-0.040517955141950876,-0.17531215526528574,-0.195381339337314,-0.12125887190136338,,,,,,,,,,,,,,,,,,,,,,,,,2023,10,3,0
,-0.3689956497920336,-0.6781827849029552,-0.5517336373829749,-0.2894657573085729,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,20,0
,-0.5389400650142228,-0.7518591794777766,0.518234255385569,-0.2766647720830026,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,13,23
,-0.6163727721898006,-0.5588971936865779,-0.195381339337314,-0.34964008558483317,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,25,23
,-0.00995241283580174,-1.1440203061564553,0.518234255385569,0.03802611471226682,,,,,,,,,,,,,,,,,,,,,,,,,2023,7,12,23
,1.0093065379332515,0.9680363383217567,-0.195381339337314,0.29509640513233665,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,1,16
,1.6422170339525795,0.6047220539633784,-0.195381339337314,0.5461056230024206,,,,,,,,,,,,,,,,,,,,,,,,,2023,12,3,23
,0.7118019261533999,-0.7216479594801647,-0.5521494030910314,0.03198120502241417,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,16,0
,0.08744978197979351,-0.5655241709763765,-0.195381339337314,-0.07050749108281454,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,28,23
,-0.6298216108045063,-1.299754272466726,-0.195381339337314,-0.3549738294288208,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,4,22
,-0.4223834636867741,-1.2042478350549204,-0.195381339337314,-0.2727048713503451,,,,,,,,,,,,,,,,,,,,,,,,,2023,7,7,22
,0.002273804086657915,-0.37840951808794143,-0.195381339337314,-0.10428786876140278,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,14,15
,-0.5813242836787496,-1.1190716857713305,-0.195381339337314,-0.3357400258701988,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,30,21
,0.42285566621927,-0.1875915543610893,-0.195381339337314,0.06251284781420997,,,,,,,,,,,,,,,,,,,,,,,,,2023,10,2,0
,-0.3588071356899839,-0.930592655205584,-0.195381339337314,-0.24749080954240366,,,,,,,,,,,,,,,,,,,,,,,,,2023,7,31,1
,0.3572416354020699,1.4293909043498048,0.518234255385569,0.2564671694137597,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,8,22
,-0.005061926066817877,-0.886737658434857,-0.195381339337314,-0.10719718358539602,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,4,22
,-0.3596222168181479,-1.1446050394467318,-0.195381339337314,-0.24781406674506956,,,,,,,,,,,,,,,,,,,,,,,,,2023,7,12,23
,0.5312614562650789,-0.7352917362532797,-0.195381339337314,0.10550605576877682,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,15,16
,-0.09798117467751125,-0.5045169976908763,-0.195381339337314,-0.14404850468931046,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,3,15
,1.5003929176520474,-0.9849728512012854,0.518234255385569,0.9365195095221808,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,8,23
,-0.36655040640754166,-1.0015402944257823,0.518234255385569,-0.17411142453724068,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,3,23
,1.199220440795458,-0.09617824998121836,-0.195381339337314,0.37041533335349514,,,,,,,,,,,,,,,,,,,,,,,,,2023,10,9,0
,-0.23491480420905939,1.5001436324732442,-0.908996934060197,-0.3009090622829463,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,14,15
,0.03650721146954495,1.832661963543734,-0.908996934060197,-0.24708673803907125,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,13,15
,-0.6053691769595869,-1.1672147266707509,-0.5521891366987555,-0.3598226874688095,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,13,21
,1.0887769479292393,-0.6115231898114503,-0.5520785476094691,0.14415145434748716,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,25,21
,0.5365594835981449,-1.1231648188032652,-0.5520085887937024,-0.020095530327064896,,,,,,,,,,,,,,,,,,,,,,,,,2023,7,14,23
,0.42179606075265685,1.8328568746404927,-0.908996934060197,-0.17068489818898197,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,13,15
,0.09560059326143328,1.591751847949874,-0.908996934060197,-0.2353686644424318,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,21,15
,-0.49003519732438416,1.0192979567693177,0.518234255385569,-0.24757162384307013,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,5,23
,0.774563173022026,-0.617175611617455,-0.5519224357290239,0.05074628563717089,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,25,15
,-0.39915365153410076,-0.8481452612766172,-0.5515299075119448,-0.29841998182241875,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,6,22
,0.46442480375563283,-0.4945765317561783,-0.5518783493375697,-0.041511320003681844,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,3,22
,0.35194360806900404,-0.6801318958705431,-0.5518993703073954,-0.07498460333973749,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,19,23
,0.7851592276881578,-1.118681863577813,-0.908996934060197,-0.09863086771474924,,,,,,,,,,,,,,,,,,,,,,,,,2023,7,15,15
,-0.35269402722875404,-0.9231860335287501,-0.908996934060197,-0.3242643951755588,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,1,15
,-0.015657980732949578,-0.9750323852665873,-0.5515967607208454,-0.18429402642121712,,,,,,,,,,,,,,,,,,,,,,,,,2023,7,28,15
,0.8291736086090126,1.3471384215175968,-0.551894862226704,0.06700612293126638,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,1,15
,-0.36369762245896775,1.210895564883205,-0.195381339337314,-0.24943035275839914,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,21,0
,0.07970651126223573,-1.2099002568609252,-0.5520143166118565,-0.1560090211879494,,,,,,,,,,,,,,,,,,,,,,,,,2023,7,7,15
,2.8815478893259066,0.27025461192530054,0.518234255385569,1.7581585043982733,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,8,23
,0.11230975638879481,1.3461638660338027,-0.908996934060197,-0.23205527811510615,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,1,14
,0.4742057772936006,0.4254038449452947,-0.908996934060197,-0.16029217912327276,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,20,14
,-0.1489237451877598,1.2370136518488823,0.518234255385569,-0.04464691486954125,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,22,22
,-0.5051141981954177,1.21810727546328,0.518234255385569,-0.2565420112170493,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,21,15
,-0.40893462507206846,0.23341641463788984,0.518234255385569,-0.19932548634518213,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,5,15
,0.3931052050412849,-0.5314147290435889,-0.5520367632621597,-0.06278164393909912,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,1,15
,-0.5018538736827618,-0.36164716376668576,-0.5517242405458412,-0.3290001131946144,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,16,0
,0.4460854783719434,-0.3213005667376169,-0.5520435008630976,-0.0470228553091357,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,18,22
,-0.30297407841075147,-0.24937837203362465,-0.5518005982624274,-0.2698278822466185,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,26,23
,1.0663622169047298,-1.1444101283499728,-0.5520931776317823,0.13747619311243597,,,,,,,,,,,,,,,,,,,,,,,,,2023,7,12,23
,2.4515925942194086,-0.5230335518829611,-0.5520348119931162,0.5495968007912125,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,1,23
,-0.28585737471930794,-0.3214954778343757,-0.5514405888721234,-0.26468809272423044,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,18,22
,-0.48432962942723634,-0.6321837660678816,-0.5516460502491946,-0.32377950937155986,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,23,21
,-0.36043729794631185,-0.3396222098329429,-0.5518178486682026,-0.28692818826764543,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,17,15
,0.9180989596917024,0.7204992454380976,-0.5518234657337171,0.0934970506897383,,,,,,,,,,,,,,,,,,,,,,,,,2023,12,13,16
,0.24313027745911311,-0.07006016301554095,-0.5517800204691851,-0.10732648646646246,,,,,,,,,,,,,,,,,,,,,,,,,2023,10,12,1
,0.6690101669247911,0.32677882998534863,-0.5518003011295054,0.019390336978576943,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,12,22
,0.2288663577162435,1.9008808474093093,0.1617525806473914,0.08292654016256268,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,18,22
,0.5606043768789821,1.6537335767191679,-0.195381339337314,0.1171433150647498,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,25,23
,-0.6045540958314229,1.2502676064284797,-0.195381339337314,-0.3449528561461774,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,24,20
,-0.04296319852644281,-0.6152265006498672,-0.195381339337314,-0.12222864350936113,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,11,15
,0.6914248979493004,1.8332466968340104,-0.908996934060197,-0.11721815686803944,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,13,16
,0.17099559761660116,1.5894129147887686,0.518234255385569,0.1456707632000169,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,20,22
,-0.2573295352335688,-0.6162010561336612,-0.5521891366987555,-0.25629956831504985,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,11,1
,0.4534212085254192,1.4457634364775427,-0.908996934060197,-0.1644137084572632,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,10,1
,-0.46272997953089096,0.19852732831806705,0.518234255385569,-0.23132794940910784,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,2,23
,-0.5397551461423867,1.7235117493588135,0.518234255385569,-0.27714965788700147,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,3,14
,0.47176053390910866,1.8139504982548904,-0.908996934060197,-0.16077706492727165,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,11,14
,0.26269222453504854,1.8642375612186575,-0.908996934060197,-0.2022348011691754,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,16,14
,-0.7463782121319549,-0.8479503501798584,-0.5521891366987555,-0.4017653095147122,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,6,22
,-0.3649202441512137,-0.20903177500455583,0.518234255385569,-0.17314165292924294,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,30,23
,0.11923794597818861,-0.8300185292780501,-0.908996934060197,-0.23068143500377603,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,8,14
,-0.6485684767522777,-0.30219927925525586,-0.908996934060197,-0.3829355774594225,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,21,23
,-0.40648938168757653,0.036361295814756556,-0.908996934060197,-0.334931882863534,,,,,,,,,,,,,,,,,,,,,,,,,2023,10,21,15
,-0.41790051748187224,0.6156370753818704,-0.908996934060197,-0.3371946832821954,,,,,,,,,,,,,,,,,,,,,,,,,2023,12,4,23
,-0.12447131134284051,1.270928182684911,0.518234255385569,-0.030100340749575016,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,26,15
,-0.6102596637285708,-0.3924431170545741,0.518234255385569,-0.31909227993290407,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,12,23
,-0.38815005630388705,1.8311026747696637,-0.195381339337314,-0.25912806883837664,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,13,13
,-0.3628825413308038,-0.11411007088302673,-0.5516660676764457,-0.28763935411351044,,,,,,,,,,,,,,,,,,,,,,,,,2023,10,8,14
,0.005534128599313823,-1.0011504722322646,0.7958495313961067,0.10568384723024314,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,3,23
,0.06666521321161209,1.9864468188864166,-0.908996934060197,-0.2411064797897518,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,27,15
,-0.38529727235531314,0.7195246899543037,-0.908996934060197,-0.3307295392288771,,,,,,,,,,,,,,,,,,,,,,,,,2023,12,13,15
,-0.1493312857518418,0.3864216255935374,-0.195381339337314,-0.1644137084572632,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,16,23
,-0.46558276347946487,1.1912095441105675,-0.195381339337314,-0.2898375030916387,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,19,22
,-0.6290065296763423,0.44314075475034426,-0.195381339337314,-0.35465057222615487,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,21,23
,0.10375140454307305,-1.2251033224081105,-0.908996934060197,-0.2337523784291022,,,,,,,,,,,,,,,,,,,,,,,,,2023,7,5,16
,-0.1106149321640529,-0.8631534157270437,-0.908996934060197,-0.27626070057967017,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,6,0
,-0.6705756672127051,-0.7740790445082782,0.518234255385569,-0.3549738294288208,,,,,,,,,,,,,,,,,,,,,,,,,2023,12,31,20
,0.4142973143735483,0.9908409366425347,-0.5516405852283186,-0.056348825606047426,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,3,15
,-0.6065917986518329,-1.1849516364758006,0.16162635034757927,-0.331327565053809,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,8,23
,0.11801532428594265,0.9877223590943941,0.5183011046216089,0.11416934880022343,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,2,23
,-0.36002975738222986,1.4112641723512376,0.518234255385569,-0.17023233810524968,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,7,15
,0.3743583390935134,0.2094423497365591,0.518234255385569,0.26664977129773604,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,3,23
,0.3001859564305915,1.5005334546667617,-0.5516916510014276,-0.09032315760623526,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,14,15
,-0.20720204585148416,1.6430134663974347,-0.195381339337314,-0.18736496984654324,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,25,16
,0.2512810887407529,0.7666931753699301,-0.908996934060197,-0.2044976015878368,,,,,,,,,,,,,,,,,,,,,,,,,2023,12,17,1
,0.3845468531955631,1.9045841582477263,-0.908996934060197,-0.17807132526989816,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,19,15
,-0.2622200220025526,1.3253083786806126,-0.908996934060197,-0.3063236204276004,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,30,0
,0.21582505966561988,-0.21448928571380185,-0.195381339337314,-0.01959448166293274,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,30,21
,-0.18641747708330275,1.7375453483254462,-0.5519834837896136,-0.23517471012083227,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,4,15
,0.7313638732293353,-0.058170586113254964,-0.5518362498661998,0.03792913755146721,,,,,,,,,,,,,,,,,,,,,,,,,2023,10,13,15
,0.49947329226668385,0.4472338877822788,-0.5519335270751163,-0.03110243807783933,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,22,15
,-0.7031789123392641,-0.48853428775665586,-0.5521891366987555,-0.388915835708742,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,15,22
,0.8629994754278176,0.19326472870557979,-0.5518109906606726,0.07710791051457656,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,2,15
,-0.1036867425746591,-0.012561389471698893,-0.5516957506810342,-0.21051018555742293,,,,,,,,,,,,,,,,,,,,,,,,,2023,10,16,14
,0.6412974085672158,0.2646021901192957,-0.5519177999707235,0.011098789730196163,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,8,15
,0.27084303581668834,0.20885761644628273,-0.5518479658964978,-0.09909959065861489,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,3,23
,0.35805671653023385,0.38895546985140156,-0.551979557963154,-0.07319052586494162,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,17,15
,0.34909082412043013,1.2487083176544094,-0.5517665663984017,-0.07579274634640235,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,24,14
,-0.01239765622029367,-0.16595642262086396,-0.5516780070716815,-0.18334041767335266,,,,,,,,,,,,,,,,,,,,,,,,,2023,10,4,15
,0.043435401058938755,0.2731782783766823,-0.5517504385872457,-0.16674116031645783,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,9,14
,0.10212124228674509,1.6827753301362272,-0.5517805781521585,-0.14928527137249836,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,29,15
,0.3026311998150834,0.09561426922942769,-0.5517479524052641,-0.08961199176037027,,,,,,,,,,,,,,,,,,,,,,,,,2023,10,25,15
,0.5084391846764876,0.19229017322178588,-0.5518430573608681,-0.02840324043557881,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,2,15
,-0.07108349744810001,0.5331896814529037,-0.5518047835956735,-0.20082863233757872,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,29,14
,0.5157749148299634,0.5335795036464213,-0.5517991828218572,-0.026205091457450595,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,29,15
,0.6249957860039363,0.7199145121478213,-0.551956826206244,0.0062337688300741385,,,,,,,,,,,,,,,,,,,,,,,,,2023,12,13,15
,-0.3502487838442621,0.26382254573226055,-0.5518996374716876,-0.28390573342271913,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,8,14
,-0.2194282627739438,0.5825021889328768,-0.5516977411094284,-0.24495324050147624,,,,,,,,,,,,,,,,,,,,,,,,,2023,12,2,23
,-0.1599273404179735,1.354155221000913,0.518234255385569,-0.05119287322352605,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,2,0
,-0.06048744278196831,1.1584644798550912,-0.5520629819088814,-0.19772536319198583,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,16,15
,2.403910348221816,1.3984000399651575,-0.5518573939119514,0.5355674381955124,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,5,16
,-0.2406203721062072,-0.4861953545955504,-0.5520185512976264,-0.25130524453386144,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,4,22
,-0.36329008189488576,1.314003535068603,-0.5514411119663419,-0.2877363312743102,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,28,22
,-0.2373600475935513,1.6720552198144938,0.518234255385569,-0.0972570246034191,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,27,23
,-0.34291305369078634,1.2393525850099876,0.518234255385569,-0.16004973622127333,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,22,23
,-0.5132650094770576,1.3420707330018682,0.518234255385569,-0.261390869257038,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,31,21
,-0.4863673322476463,1.401713528610057,0.518234255385569,-0.2453896377250752,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,5,22
,-0.40608184112349455,1.278334804361745,0.518234255385569,-0.19762838603118607,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,26,22
,-0.4142326524051343,-0.04939958675910957,0.518234255385569,-0.20247724407117482,,,,,,,,,,,,,,,,,,,,,,,,,2023,10,13,22
,-0.11591295949711874,1.8609240725737581,0.518234255385569,-0.025009039807586838,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,15,23
,-0.4716958719406947,0.05117453916842434,0.518234255385569,-0.23666169325309547,,,,,,,,,,,,,,,,,,,,,,,,,2023,10,22,15
,-0.39915365153410076,2.0418015703659123,0.518234255385569,-0.19350685669719564,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,31,23
,-0.354731730049164,-0.2741320813219906,-0.195381339337314,-0.24587452352907407,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,24,15
,0.4795038046266664,0.2712291674090945,-1.002461213474928,-0.191227893418401,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,9,0
,-0.06945333519177206,1.940447800051343,1.9454654448313349,0.2733573582530538,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,22,23
,-0.4142326524051343,0.7663033531764125,-0.195381339337314,-0.26947229932368594,,,,,,,,,,,,,,,,,,,,,,,,,2023,12,17,0
,0.2333493039211454,-0.07902607346644513,-0.195381339337314,-0.012644451805615542,,,,,,,,,,,,,,,,,,,,,,,,,2023,10,11,15
,-0.12854671698366038,-0.568837659621276,0.518234255385569,-0.03252476976956939,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,23,22
,0.77945365979101,-0.8181289523757641,-0.908996934060197,-0.09976226792407995,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,9,15
,0.636814462362314,1.8515683399293363,-0.908996934060197,-0.12804727315734762,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,15,14
,-0.026661575963163268,0.0954193581326689,-0.908996934060197,-0.2596129546423755,,,,,,,,,,,,,,,,,,,,,,,,,2023,10,25,14
,-0.26385018425888057,0.5240288599052407,-0.908996934060197,-0.3066468776302663,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,28,16
,-0.3363924046654745,-1.3911675768465968,-0.5519092874459228,-0.27978420408872867,,,,,,,,,,,,,,,,,,,,,,,,,2023,7,6,23
,-0.5955882034216192,-1.2303659220205978,-0.5518174619098372,-0.356897209784683,,,,,,,,,,,,,,,,,,,,,,,,,2023,8,25,21
,0.5838341890316555,-0.4351286472447483,-0.5519714382256856,-0.006017679150964261,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,31,23
,-0.7141825075694779,-0.4353235583415071,-0.5514218081022791,-0.39218073345566773,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,31,23
,-0.5344571188093209,-0.7510795350907414,-0.5519218649404323,-0.3387139921347252,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,5,23
,-0.6000711496265211,-0.6740896518710208,-0.5519978188449425,-0.3582387271757465,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,25,22
,-0.7141825075694779,-0.6881232508376534,-0.5514218081022791,-0.39218073345566773,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,21,15
,0.11190221582471281,1.303088513650111,-0.5519871700210036,-0.14642444512890496,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,28,15
,0.48235658857524033,0.34724449514502126,-0.908996934060197,-0.15867589310994318,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,14,0
,0.19178016638478257,-0.44740804634055187,0.16198108154334281,0.06459785677140521,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,8,23
,1.4955024308830636,-0.42109504827811567,0.16164643019294545,0.7109021449215049,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,10,15
,-0.601293771318767,-0.7095634714811199,-0.195381339337314,-0.3436598273355137,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,15,21
,0.8898971526572288,-0.381528095636082,0.19360912209986447,0.42522359206550087,,,,,,,,,,,,,,,,,,,,,,,,,2023,9,14,1
,-0.4219759231226921,-0.12580473668855394,-0.908996934060197,-0.3380028262888602,,,,,,,,,,,,,,,,,,,,,,,,,2023,10,7,21
,-0.6713907483408691,-1.0960721763537937,-0.908996934060197,-0.38746117829674537,,,,,,,,,,,,,,,,,,,,,,,,,2023,10,7,21
,1.945834754193661,2.0423863036561887,-0.5515854739600156,0.3994761558731624,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,31,23
,-0.6196330967024565,1.197056877013331,-0.908996934060197,-0.37719776211210254,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,20,14
,-0.6351196381375721,1.9301175119231273,-0.908996934060197,-0.38026870553742875,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,22,15
,-0.3319094584605726,1.6650384203311774,-0.908996934060197,-0.3201428658415683,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,27,15
,0.29203514514895174,1.1674303903059955,-0.908996934060197,-0.1964161715211889,,,,,,,,,,,,,,,,,,,,,,,,,2024,1,17,14
,-0.5511662819366825,0.6785933596349585,-0.908996934060197,-0.363620959600134,,,,,,,,,,,,,,,,,,,,,,,,,2023,12,10,14
,-0.425236247635348,0.5234441266149643,-0.908996934060197,-0.338649340694192,,,,,,,,,,,,,,,,,,,,,,,,,2023,11,28,14
,-0.4582470333259891,1.65178446575158,-0.195381339337314,-0.28692818826764543,,,,,,,,,,,,,,,,,,,,,,,,,2024,2,25,22
