SUM_Sub_Total,Invoice_No_,Covers,Name,SUM_Final_Total,Qty,Discount_Percentage,Phone,Total_Discount,Staff_year,Staff_month,Staff_day,Staff_hour,Items_year,Items_month,Items_day,Items_hour,Area_year,Area_month,Area_day,Area_hour,Payment_Type_year,Payment_Type_month,Payment_Type_day,Payment_Type_hour,Table_No__year,Table_No__month,Table_No__day,Table_No__hour,Reason_DSR_year,Reason_DSR_month,Reason_DSR_day,Reason_DSR_hour,Timestamp_year,Timestamp_month,Timestamp_day,Timestamp_hour
0.5042293855192435,0.5665536670836011,0.4633999537696874,,0.7374431891580256,1.039965330300616,-1.471466015895563,,-0.3130806982878779,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,15,15
-0.35742262748452563,0.5851874276536975,-0.2495230520298317,,-0.29839936566644226,-0.18053187885414118,-0.8426558465043511,,-0.5085352118072957,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,16,14
-0.5811281635374289,0.5016460677644322,-0.3921076531897355,,-0.6398664736812526,-0.5059978012954097,1.0395982553968668,,-0.3324661427962584,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,12,20
1.1630036192750346,0.5997838734336063,0.4633999537696874,,0.9163554354808484,1.528164213962519,1.0395982553968668,,1.7547000492727123,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,16,23
0.5373995167270877,0.3286626571387045,-0.10693845086992786,,0.3582200195690951,0.14493404358712741,1.0395982553968668,,1.0060526446871594,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,3,0
-0.7940341219877783,-2.1182606683911134,-0.6772768555095431,,-0.7563882584066877,-0.8314637237366784,-0.842431733794025,,-0.769900236655207,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,3,21
-0.497817136317727,0.43363284168358057,-0.6772768555095431,,-0.565480596687921,-0.9128302043469956,1.0395982553968668,,-0.2327695710388728,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,8,23
-1.0231394468419586,0.5181058896013506,-0.6772768555095431,,-1.0341956432844508,-1.0755631655676299,1.0395982553968668,,-0.8614118429534987,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,13,0
-0.7978911139886905,0.380526624058806,-0.6772768555095431,,-0.8332411507869645,-0.9128302043469956,1.0395982553968668,,-0.5918618526464932,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,6,0
0.833616502397139,0.3106500219209447,0.4633999537696874,,0.6224945736648456,1.2026982915212503,1.0395982553968668,,1.3605293442689748,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,2,15
-0.36127961948543774,0.5295967086195768,2.6021689711682447,,-0.2554589963951174,0.8772323690799818,-1.471466015895563,,-0.6583262338180835,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,13,15
-0.9467710052238986,-2.0518002556911035,2.6021689711682447,,-0.939519458579648,-0.9128302043469956,-0.21593388024934812,,-0.8309490015831864,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,17,21
-0.6582680035556715,0.6059951269569718,-0.9624460578293508,,-0.6513792121536643,-0.18053187885414118,-0.21593388024934812,,-0.6007853112297159,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,17,21
-0.8650027748045614,0.33704784939524784,-0.9624460578293508,,-0.8926461662276857,-0.9941966849573127,1.0395982553968668,,-0.6721729798954983,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,3,21
0.32757915187746806,-2.056148133157459,-0.9624460578293508,,0.41898368116494505,-0.9941966849573127,-0.21593388024934812,,0.18570986596743713,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,16,17
0.47800183991304096,-2.069812890908863,-0.9624460578293508,,0.7895722968995673,0.14493404358712741,-1.471466015895563,,-0.3235426842130356,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,13,15
-0.3936783522930996,-2.0713657042897045,-0.9624460578293508,,-0.4438996427269386,-0.42463132068509263,1.0395982553968668,,-0.1081488563421408,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,13,14
0.47337344951194643,0.33052603319571416,0.748569156089495,,0.5243323889567505,0.5517664466387132,-0.8433920686865692,,-0.01152933926862527,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,3,14
0.035219158208328855,0.5236960177723795,-0.3921076531897355,,-0.08991868854646312,0.14493404358712741,1.0395982553968668,,0.40510386492736283,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,13,14
0.029819369407051877,0.3165507127681419,-0.10693845086992786,,-0.0946918270125096,-0.42463132068509263,1.0395982553968668,,0.398642050091236,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,2,20
2.27150312033718,-2.061738261328488,2.6021689711682447,,2.042083159620978,0.7144994078593475,1.0395982553968668,,3.0812183234890376,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,15,0
0.09075984302146348,0.5553734107415433,0.4633999537696874,,0.26311478871004057,0.06356756297681028,-1.471466015895563,,-0.4780108293433059,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,14,14
-0.8364610339978117,0.387359002934508,-0.6772768555095431,,-0.8006157661407665,-0.7500972431263613,-1.471466015895563,,-0.847872802344471,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,6,14
-0.6220122787470975,0.3767998719447867,-0.5346922543496393,,-0.6762817660233377,-0.5873642819057269,1.0395982553968668,,-0.38139131226979023,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,5,23
0.06530369581544344,0.5615846642649088,-0.10693845086992786,,-0.0630496731364711,0.6331329272490304,1.0395982553968668,,0.44110540472864096,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,14,21
