Total_Quantity,Customer_Name,Total_Amount,Staff_year,Staff_month,Staff_day,Staff_hour,Area_year,Area_month,Area_day,Area_hour,Invoice_No__year,Invoice_No__month,Invoice_No__day,Invoice_No__hour,Status_year,Status_month,Status_day,Status_hour,Table_No__year,Table_No__month,Table_No__day,Table_No__hour,Item_Name_year,Item_Name_month,Item_Name_day,Item_Name_hour,Timestamp_year,Timestamp_month,Timestamp_day,Timestamp_hour
-0.26635989806708515,,-0.18860566624286024,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,1,0
-0.31933305474539375,,-0.270468868753034,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,1,0
0.3693179820726183,,0.26164194756309556,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,1,0
-0.23987331972793083,,-0.2877511003940707,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,1,13
-0.2133867413887765,,-0.27168165693836993,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,1,14
-0.34581963308454805,,-0.2677400953360282,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,1,15
-0.1604135847104679,,-0.17405220801882934,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,1,16
-0.31933305474539375,,-0.21225503585691044,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,1,22
-0.23987331972793083,,-0.2471226961853178,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,1,23
-0.31933305474539375,,-0.26743689828969425,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,1,23
0.26337166871600104,,-0.3159484257031306,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,1,23
-0.34581963308454805,,-0.2695592776140321,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,2,0
-0.26635989806708515,,-0.23105325272961702,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,2,0
-0.054467271353850655,,0.13278320287115536,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,2,14
-0.26635989806708515,,-0.2953310265524201,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,2,15
-0.1869001630496222,,-0.15313161182178492,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,2,15
-0.10744042803215927,,-0.13342380381007643,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,2,19
-0.1604135847104679,,0.43537385511246435,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,2,19
-0.29284647640623945,,-0.17132343460182356,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,2,23
-0.26635989806708515,,-0.2680432923823622,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,2,23
0.26337166871600104,,-0.3159484257031306,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,2,23
-0.23987331972793083,,-0.2471226961853178,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,2,23
-0.31933305474539375,,-0.270468868753034,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,3,0
-0.26635989806708515,,-0.2553090164363352,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,3,0
-0.26635989806708515,,-0.17526499620416525,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,3,0
-0.31933305474539375,,-0.2886606915330726,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,3,15
-0.2133867413887765,,-0.17405220801882934,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,3,15
-0.31933305474539375,,-0.3038205438497715,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,3,19
1.296348223943019,,1.3913541422034938,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,3,19
-0.29284647640623945,,-0.2677400953360282,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,3,23
-0.31933305474539375,,-0.29472463245975217,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,4,0
-0.2133867413887765,,-0.12493428651272508,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,4,0
-0.31933305474539375,,-0.270468868753034,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,4,0
-0.34581963308454805,,-0.2695592776140321,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,4,0
-0.26635989806708515,,-0.2953310265524201,,,,,,,,,,,,,,,,,,,,,,,,,2024,10,4,14
