Closing,Sap_Code,HSN_Code,Unit_year,Unit_month,Unit_day,Unit_hour,Date_year,Date_month,Date_day,Date_hour,Category_year,Category_month,Category_day,Category_hour,Sub_Category_year,Sub_Category_month,Sub_Category_day,Sub_Category_hour,Raw_Material_year,Raw_Material_month,Raw_Material_day,Raw_Material_hour
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
0.32853719851873464,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.08946519392919054,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.08662164023906861,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.06102965702797115,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
-0.09799585499955636,,,,,,,2024,7,31,0,,,,,,,,,,,,
