ConsumedQuantity,Purchased_Quantity,Variance,VariancePercentage,Unit_year,Unit_month,Unit_day,Unit_hour,Raw_Material_year,Raw_Material_month,Raw_Material_day,Raw_Material_hour
,-0.18747416307668333,,,,,,,,,,
,-0.08942257264208882,,,,,,,,,,
,0.009661139797080349,,,,,,,,,,
,-0.16992808899891376,,,,,,,,,,
,-0.17921718704008588,,,,,,,,,,
,-0.18644204107210863,,,,,,,,,,
,-0.18231355305380992,,,,,,,,,,
,-0.13173957482965065,,,,,,,,,,
,-0.1730244550126378,,,,,,,,,,
,-0.18799022407897065,,,,,,,,,,
,-0.1843777970629593,,,,,,,,,,
,0.02823933587942457,,,,,,,,,,
,-0.13948048986396075,,,,,,,,,,
,-0.0367843504087802,,,,,,,,,,
,0.43799177169557213,,,,,,,,,,
,-0.12657896480677727,,,,,,,,,,
,-0.18644204107210863,,,,,,,,,,
,-0.0956153046695369,,,,,,,,,,
,-0.13452630424200232,,,,,,,,,,
,-0.18231355305380992,,,,,,,,,,
,2.6973068397095443,,,,,,,,,,
,2.0408772448000483,,,,,,,,,,
,-0.1389644288616734,,,,,,,,,,
,-0.1833456750583846,,,,,,,,,,
,-0.18747416307668333,,,,,,,,,,
,-0.18644204107210863,,,,,,,,,,
,0.3069122771145879,,,,,,,,,,
,-0.18577116176913508,,,,,,,,,,
,-0.1873193447759971,,,,,,,,,,
,-0.14309291687997214,,,,,,,,,,
,-0.16683172298518975,,,,,,,,,,
,-0.1871645264753109,,,,,,,,,,
,-0.18540991906753396,,,,,,,,,,
,-0.18644204107210863,,,,,,,,,,
,-0.18540991906753396,,,,,,,,,,
,-0.1843777970629593,,,,,,,,,,
,-0.18644204107210863,,,,,,,,,,
,-0.18644204107210863,,,,,,,,,,
,-0.17612082102636184,,,,,,,,,,
,0.399803257526309,,,,,,,,,,
,-0.18644204107210863,,,,,,,,,,
,0.0901666561539053,,,,,,,,,,
,-0.1833456750583846,,,,,,,,,,
,-0.16528353997832773,,,,,,,,,,
,-0.13690018485252406,,,,,,,,,,
,-0.13509397134451837,,,,,,,,,,
,-0.16786384498976442,,,,,,,,,,
,-0.1833456750583846,,,,,,,,,,
,-0.1348359408433747,,,,,,,,,,
,-0.18024930904466055,,,,,,,,,,
,-0.1833456750583846,,,,,,,,,,
,0.8642581595849145,,,,,,,,,,
,2.0408772448000483,,,,,,,,,,
,13.782297168841595,,,,,,,,,,
