Previous_Price,Price_Difference,Current_Price,Current_Vendors_year,Current_Vendors_month,Current_Vendors_day,Current_Vendors_hour,Raw_Material_year,Raw_Material_month,Raw_Material_day,Raw_Material_hour,Previous_Vendors_year,Previous_Vendors_month,Previous_Vendors_day,Previous_Vendors_hour,Price_Comparison_year,Price_Comparison_month,Price_Comparison_day,Price_Comparison_hour
-0.7177004022200243,-0.5351274733777429,-0.7395074481143596,,,,,,,,,,,,,,,,
1.8085110500526524,-0.11132083359709433,1.6503144127773284,,,,,,,,,,,,,,,,
-0.5516674494423607,-0.5515136993379802,-0.5888983261841793,,,,,,,,,,,,,,,,
-0.08779502473419923,-0.5406849535951226,-0.15985208970432832,,,,,,,,,,,,,,,,
-0.7801941007083224,-0.5226448950412106,-0.7952736520856206,,,,,,,,,,,,,,,,
-0.4598151635820148,-0.39241085546213933,-0.4810238438692453,,,,,,,,,,,,,,,,
-0.5840910613772256,-0.4972176332607227,-0.610849148873415,,,,,,,,,,,,,,,,
-0.4294740833877785,-0.31524480377381164,-0.4417967593910875,,,,,,,,,,,,,,,,
-0.51499599241066,-0.22325933787963434,-0.5071752335213505,,,,,,,,,,,,,,,,
-0.6861288486652258,-0.2626034833648614,-0.670621418847008,,,,,,,,,,,,,,,,
-0.5562211391727953,-0.5227747929099166,-0.5888983261841793,,,,,,,,,,,,,,,,
-0.5296090583308173,-0.4444622599535205,-0.5529401654125345,,,,,,,,,,,,,,,,
0.285673892405209,1.999615480163046,0.5552249710954232,,,,,,,,,,,,,,,,
-0.37320885273545606,-0.2263936159995455,-0.3769740022909317,,,,,,,,,,,,,,,,
2.3137549959320527,1.2917835421828319,2.320777202830588,,,,,,,,,,,,,,,,
-0.11769402484441421,1.29910432036291,0.08123103365101648,,,,,,,,,,,,,,,,
-0.8072701206490699,-0.5290193623273924,-0.8211553555319385,,,,,,,,,,,,,,,,
-0.8026851849965755,-0.5545973105559528,-0.8206650169759616,,,,,,,,,,,,,,,,
-0.5747095321788012,-0.48209847261562777,-0.5999963221677914,,,,,,,,,,,,,,,,
2.1987183396266436,-0.48444918120556024,1.9554139587185557,,,,,,,,,,,,,,,,
-0.42531926258856445,-0.5452521675791959,-0.47155238888529316,,,,,,,,,,,,,,,,
-0.497259297430024,-0.33519784216217435,-0.5071752335213505,,,,,,,,,,,,,,,,
1.0783031421631897,-0.2497514505598343,0.9572045192853453,,,,,,,,,,,,,,,,
-0.6036794673138398,-0.33519784216217435,-0.605242944716745,,,,,,,,,,,,,,,,
0.21220850179541487,0.3364331835330658,0.24467721897667397,,,,,,,,,,,,,,,,
1.0801795935347307,-0.25378625959560747,0.9583445564279918,,,,,,,,,,,,,,,,
-0.6613237260009067,-0.4191517203740794,-0.670621418847008,,,,,,,,,,,,,,,,
1.1788583782400754,5.317696624106097,1.8627944537006833,,,,,,,,,,,,,,,,
2.2784658986776747,1.4450508083274778,2.3106370014929847,,,,,,,,,,,,,,,,
-0.7043276098882431,-0.5415484791995882,-0.7281217868445743,,,,,,,,,,,,,,,,
1.0753943241863657,0.9334385397066117,1.1272866197352245,,,,,,,,,,,,,,,,
-0.7936840656752596,-0.557674020302233,-0.8128196000803299,,,,,,,,,,,,,,,,
-0.6186126201846333,-0.554380655386374,-0.651007876607929,,,,,,,,,,,,,,,,
-0.3654165314072966,-0.22699062135571912,-0.36988043784779817,,,,,,,,,,,,,,,,
-0.040907438099495895,-0.5367151344968176,-0.11606485665558464,,,,,,,,,,,,,,,,
3.4568688273341697,0.9710996275919003,3.3273485491050603,,,,,,,,,,,,,,,,
0.12467791206597652,-0.23053534065800044,0.08123103365101648,,,,,,,,,,,,,,,,
0.028864331849918306,2.165172237247561,0.3427449301720685,,,,,,,,,,,,,,,,
-0.7930186862321289,-0.5394856124778099,-0.8095506763738168,,,,,,,,,,,,,,,,
-0.011712204707976986,-0.5210477417009859,-0.08687336795642228,,,,,,,,,,,,,,,,
-0.4321883298206653,-0.09320836950596664,-0.4118774894049024,,,,,,,,,,,,,,,,
-0.2365802534284202,0.2024248837461799,-0.18845517213631838,,,,,,,,,,,,,,,,
-0.706777199493883,-0.532805122542228,-0.7291024639565282,,,,,,,,,,,,,,,,
-0.7175738804624957,-0.5566793667356081,-0.7425377403902973,,,,,,,,,,,,,,,,
-0.5482522954993524,-0.4611286594800319,-0.5725537076516135,,,,,,,,,,,,,,,,
-0.782228863452242,-0.5572092089892121,-0.8021955980341623,,,,,,,,,,,,,,,,
-0.1661743244581526,-0.5217620159664079,-0.22931671846773274,,,,,,,,,,,,,,,,
-0.44053439076612005,-0.2283152269897292,-0.43929603275560497,,,,,,,,,,,,,,,,
0.9216763010208537,1.231941217793386,1.02921890853983,,,,,,,,,,,,,,,,
-0.4041416487816852,-0.13930545966772934,-0.39276290379339024,,,,,,,,,,,,,,,,
-0.5846996833964182,-0.5221447390429546,-0.6150497158362844,,,,,,,,,,,,,,,,
-0.46955891550682144,-0.22857268554957869,-0.46608014075179305,,,,,,,,,,,,,,,,
2.2601227776496056,0.1665105340321693,2.107048433051346,,,,,,,,,,,,,,,,
-0.7250475325041696,-0.47660229205535504,-0.737732422541723,,,,,,,,,,,,,,,,
