Type,No_of_Bills,Timestamp,Invoice_No_,Staff,Name,Phone,Covers
Details,,2024-10-13 15:24:02+00:00,11434,MK,,,4.0
Details,,2024-10-03 23:03:07+00:00,10842,MK,,,2.0
Details,,2024-10-17 21:46:45+00:00,11706,MK,,,3.0
Details,,2024-10-07 21:30:21+00:00,11083,MK,,,3.0
Details,,2024-10-12 23:04:18+00:00,11393,MK,,,2.0
Details,,2024-10-12 14:12:15+00:00,11319,MK,,,8.0
Details,,2024-10-05 14:02:21+00:00,10903,MK,,,2.0
Details,,2024-10-07 21:25:00+00:00,11082,MK,,,4.0
Details,,2024-10-12 13:37:57+00:00,11314,MK,,,4.0
Details,,2024-10-13 22:40:34+00:00,11506,MK,,,2.0
Details,,2024-10-17 21:34:13+00:00,11703,MK,,,3.0
Details,,2024-10-13 13:40:07+00:00,11423,MK,,,2.0
Details,,2024-10-02 14:42:28+00:00,10734,MK,,,4.0
Details,,2024-10-17 21:07:33+00:00,11700,MK,,,2.0
Details,,2024-10-06 21:28:38+00:00,11027,MK,,,3.0
Details,,2024-10-12 21:34:36+00:00,11374,MK,,,8.0
Details,,2024-10-02 15:39:28+00:00,10748,MK,,,6.0
Details,,2024-10-13 21:07:14+00:00,11484,MK,,,2.0
Details,,2024-10-17 21:41:04+00:00,11705,MK,,,2.0
Details,,2024-10-03 22:54:12+00:00,10839,MK,,,3.0
Details,,2024-10-17 21:03:53+00:00,11695,MK,,,3.0
Details,,2024-10-04 19:50:02+00:00,10863,MK,,,2.0
Details,,2024-10-02 14:58:36+00:00,10738,MK,,,3.0
Details,,2024-10-09 22:40:19+00:00,11179,MK,,,5.0
Details,,2024-10-12 15:30:56+00:00,11331,MK,,,2.0
Details,,2024-10-12 14:03:06+00:00,11317,MK,,,3.0
Details,,2024-10-16 16:01:58+00:00,11635,MK,,,2.0
Details,,2024-10-06 22:44:24+00:00,11044,MK,,,3.0
Details,,2024-10-13 00:18:37+00:00,11407,MK,,,2.0
Details,,2024-10-09 15:37:27+00:00,11161,MK,,,2.0
Details,,2024-10-17 22:59:20+00:00,11713,MK,,,6.0
Details,,2024-10-16 15:14:59+00:00,11632,MK,,,8.0
Details,,2024-10-12 23:09:18+00:00,11397,MK,,,5.0
Details,,2024-10-17 14:36:51+00:00,11684,MK,,,2.0
Details,,2024-10-07 21:18:38+00:00,11081,MK,,,2.0
Details,,2024-10-12 22:11:23+00:00,11380,MK,,,3.0
Details,,2024-10-06 21:58:00+00:00,11033,MK,,,2.0
Details,,2024-10-10 00:53:12+00:00,11190,MK,,,5.0
Details,,2024-10-12 21:58:27+00:00,11376,MK,,,3.0
Details,,2024-10-14 00:03:23+00:00,11521,MK,,,9.0
Details,,2024-10-06 21:15:46+00:00,11025,MK,,,4.0
Details,,2024-10-06 22:43:42+00:00,11043,MK,,,6.0
Details,,2024-10-06 15:31:30+00:00,10994,MK,,,8.0
Details,,2024-10-18 00:08:48+00:00,11725,MK,,,3.0
Details,,2024-10-05 14:34:58+00:00,10908,MK,,,4.0
Details,,2024-10-06 22:17:48+00:00,11038,MK,,,3.0
Details,,2024-10-06 22:28:28+00:00,11041,MK,,,2.0
Details,,2024-10-04 22:30:05+00:00,10882,MK,,,4.0
Details,,2024-10-13 14:20:48+00:00,11426,MK,,,2.0
Details,,2024-10-04 22:33:38+00:00,10885,MK,,,4.0
Details,,2024-10-06 23:56:03+00:00,11054,MK,,,4.0
Details,,2024-10-02 15:16:36+00:00,10741,MK,,,2.0
Details,,2024-10-10 22:12:46+00:00,11214,MK,,,16.0
Details,,2024-10-02 15:42:36+00:00,10749,MK,,,2.0
Details,,2024-10-02 20:32:42+00:00,10762,MK,,,6.0
Details,,2024-10-14 01:00:34+00:00,11527,MK,,,6.0
Details,,2024-10-06 15:28:21+00:00,10992,MK,,,4.0
Details,,2024-10-09 15:58:46+00:00,11163,MK,,,2.0
Details,,2024-10-17 23:08:01+00:00,11715,MK,,,3.0
Details,,2024-10-13 15:25:52+00:00,11436,MK,,,2.0
Details,,2024-10-13 21:17:37+00:00,11487,MK,,,7.0
Details,,2024-10-12 22:46:36+00:00,3059,MK,,,2.0
Details,,2024-10-16 15:10:01+00:00,11631,MK,,,2.0
Details,,2024-10-12 20:49:09+00:00,11367,MK,,,6.0
Details,,2024-10-14 00:56:32+00:00,11526,MK,,,2.0
Details,,2024-10-17 23:37:35+00:00,3148,MK,,,3.0
Details,,2024-10-12 23:10:06+00:00,3063,MK,,,4.0
Details,,2024-10-06 20:30:14+00:00,2969,MK,,,2.0
Details,,2024-10-17 22:19:26+00:00,11709,MK,,,1.0
Details,,2024-10-03 22:18:48+00:00,10835,MK,,,2.0
Details,,2024-10-12 20:21:29+00:00,11364,MK,,,4.0
Details,,2024-10-03 23:04:33+00:00,2931,MK,,,2.0
Details,,2024-10-12 20:12:44+00:00,11360,MK,,,2.0
Details,,2024-10-12 14:28:28+00:00,11323,MK,,,3.0
Details,,2024-10-06 23:45:35+00:00,11051,MK,,,2.0
Details,,2024-10-13 22:55:00+00:00,11510,MK,,,4.0
Details,,2024-10-08 00:33:26+00:00,2993,MK,,,1.0
Details,,2024-10-09 21:02:21+00:00,3006,MK,,,1.0
Details,,2024-10-03 20:07:55+00:00,2917,MK,,,3.0
Details,,2024-10-06 22:21:05+00:00,2979,MK,,,4.0
Details,,2024-10-16 14:17:29+00:00,3119,MK,,,2.0
Details,,2024-10-03 23:00:11+00:00,10841,MK,,,2.0
Details,,2024-10-15 00:07:01+00:00,3104,MK,,,25.0
Details,,2024-10-07 23:47:15+00:00,2992,MK,,,4.0
Details,,2024-10-06 23:00:12+00:00,11048,MK,,,1.0
Details,,2024-10-05 14:32:46+00:00,10906,SM,,,2.0
Details,,2024-10-08 23:46:54+00:00,11142,SM,,,3.0
Details,,2024-10-08 21:29:02+00:00,11130,SM,,,2.0
Details,,2024-10-04 14:27:04+00:00,10855,SM,,,3.0
Details,,2024-10-17 23:35:47+00:00,11719,SM,,,3.0
Details,,2024-10-06 14:55:01+00:00,10990,SM,,,2.0
Details,,2024-10-05 23:02:45+00:00,10954,SM,,,2.0
Details,,2024-10-17 15:37:47+00:00,11688,SM,,,3.0
Details,,2024-10-15 22:44:45+00:00,11605,SM,,,3.0
Details,,2024-10-11 14:58:23+00:00,11243,SM,,,3.0
Details,,2024-10-14 22:37:41+00:00,11556,SM,,,4.0
Details,,2024-10-10 16:10:20+00:00,11196,SM,,,2.0
Details,,2024-10-06 22:35:36+00:00,11042,SM,,,6.0
Details,,2024-10-01 14:14:22+00:00,10677,SM,,,2.0
Details,,2024-10-01 22:22:22+00:00,10704,SM,,,3.0
Details,,2024-10-07 22:49:13+00:00,11092,SM,,,4.0
Details,,2024-10-07 20:14:10+00:00,11076,SM,,,2.0
Details,,2024-10-10 15:18:30+00:00,11195,SM,,,2.0
Details,,2024-10-11 21:07:46+00:00,11262,SM,,,6.0
Details,,2024-10-15 21:18:16+00:00,11588,SM,,,8.0
Details,,2024-10-14 21:24:36+00:00,11547,SM,,,3.0
Details,,2024-10-04 23:10:33+00:00,10893,SM,,,2.0
Details,,2024-10-06 14:34:01+00:00,10987,SM,,,5.0
Details,,2024-10-05 21:57:28+00:00,10943,SM,,,5.0
Details,,2024-10-06 23:11:57+00:00,11049,SM,,,18.0
Details,,2024-10-10 22:44:15+00:00,11219,SM,,,10.0
Details,,2024-10-15 23:17:58+00:00,11612,SM,,,15.0
Details,,2024-10-01 22:23:34+00:00,10705,SM,,,2.0
Details,,2024-10-07 20:17:59+00:00,11078,SM,,,2.0
Details,,2024-10-15 16:16:15+00:00,11571,SM,,,5.0
Details,,2024-10-11 15:35:44+00:00,11248,SM,,,4.0
Details,,2024-10-04 21:50:35+00:00,10874,SM,,,4.0
Details,,2024-10-08 21:06:40+00:00,11128,SM,,,2.0
Details,,2024-10-02 00:19:58+00:00,10718,SM,,,3.0
Details,,2024-10-14 15:46:36+00:00,11536,SM,,,2.0
Details,,2024-10-01 21:01:39+00:00,10695,SM,,,2.0
Details,,2024-10-05 15:53:57+00:00,10916,SM,,,4.0
Details,,2024-10-05 21:02:07+00:00,10931,SM,,,2.0
Details,,2024-10-02 00:30:16+00:00,10719,SM,,,2.0
Details,,2024-10-01 15:44:37+00:00,10681,SM,,,2.0
Details,,2024-10-01 23:38:05+00:00,10715,SM,,,4.0
Details,,2024-10-15 15:11:10+00:00,11565,SM,,,5.0
Details,,2024-10-04 22:33:14+00:00,10884,SM,,,2.0
Details,,2024-10-03 21:25:31+00:00,10823,SM,,,6.0
Details,,2024-10-07 13:45:28+00:00,11061,SM,,,2.0
Details,,2024-10-05 20:49:16+00:00,10928,SM,,,2.0
Details,,2024-10-17 23:33:25+00:00,11718,SM,,,6.0
Details,,2024-10-17 15:15:47+00:00,11685,SM,,,3.0
Details,,2024-10-04 22:19:11+00:00,10879,SM,,,5.0
Details,,2024-10-10 21:34:43+00:00,11210,SM,,,3.0
Details,,2024-10-05 21:45:07+00:00,10941,SM,,,2.0
Details,,2024-10-15 20:46:44+00:00,11578,SM,,,2.0
Details,,2024-10-08 20:16:39+00:00,11120,SM,,,4.0
Details,,2024-10-10 20:34:20+00:00,11207,SM,,,2.0
Details,,2024-10-14 22:03:45+00:00,11553,SM,,,3.0
Details,,2024-10-12 15:39:03+00:00,11334,SM,,,17.0
Details,,2024-10-14 14:34:06+00:00,11530,SM,,,6.0
Details,,2024-10-04 22:43:44+00:00,10889,SM,,,2.0
Details,,2024-10-14 22:08:14+00:00,11555,SM,,,2.0
Details,,2024-10-14 15:23:31+00:00,11535,SM,,,4.0
Details,,2024-10-05 20:53:34+00:00,10929,SM,,,2.0
Details,,2024-10-04 22:43:38+00:00,10888,SM,,,3.0
Details,,2024-10-11 23:55:43+00:00,11301,SM,,,12.0
Details,,2024-10-14 14:51:07+00:00,11531,SM,,,10.0
Details,,2024-10-11 21:13:10+00:00,11263,SM,,,7.0
Details,,2024-10-01 19:54:49+00:00,10684,SM,,,2.0
Details,,2024-10-03 21:32:04+00:00,10825,SM,,,5.0
Details,,2024-10-15 22:04:48+00:00,11595,SM,,,5.0
Details,,2024-10-11 21:23:33+00:00,11266,SM,,,5.0
Details,,2024-10-03 23:12:54+00:00,10845,SM,,,5.0
Details,,2024-10-05 23:04:13+00:00,10956,SM,,,3.0
Details,,2024-10-01 22:31:18+00:00,10708,SM,,,8.0
Details,,2024-10-03 14:59:22+00:00,10808,SM,,,2.0
Details,,2024-10-07 15:55:36+00:00,11064,SM,,,3.0
Details,,2024-10-08 22:37:06+00:00,11135,SM,,,2.0
Details,,2024-10-04 21:14:56+00:00,10869,SM,,,4.0
Details,,2024-10-08 15:40:20+00:00,11110,SM,,,2.0
Details,,2024-10-12 01:06:06+00:00,11308,SM,,,2.0
Details,,2024-10-05 14:34:11+00:00,10907,SM,,,8.0
Details,,2024-10-05 22:28:32+00:00,10949,SM,,,9.0
Details,,2024-10-11 14:52:17+00:00,11241,SM,,,3.0
Details,,2024-10-10 23:06:46+00:00,11223,SM,,,3.0
Details,,2024-10-08 19:54:32+00:00,11118,SM,,,2.0
Details,,2024-10-05 14:05:48+00:00,10904,SM,,,2.0
Details,,2024-10-10 22:17:23+00:00,11215,SM,,,5.0
Details,,2024-10-08 20:52:03+00:00,11126,SM,,,2.0
Details,,2024-10-15 00:33:12+00:00,11563,SM,,,4.0
Details,,2024-10-05 15:41:49+00:00,10914,SM,,,4.0
Details,,2024-10-08 22:53:09+00:00,11137,SM,,,2.0
Details,,2024-10-04 21:48:46+00:00,10873,SM,,,4.0
Details,,2024-10-14 23:22:15+00:00,11558,SM,,,2.0
Details,,2024-10-17 15:28:15+00:00,11687,SM,,,2.0
Details,,2024-10-01 22:10:37+00:00,10701,SM,,,6.0
Details,,2024-10-15 15:24:45+00:00,11568,SM,,,2.0
Details,,2024-10-04 22:23:22+00:00,10881,SM,,,9.0
Details,,2024-10-05 19:45:00+00:00,10918,SM,,,2.0
Details,,2024-10-11 20:35:47+00:00,11257,SM,,,3.0
Details,,2024-10-15 22:59:57+00:00,11607,SM,,,2.0
Details,,2024-10-05 23:28:28+00:00,10961,SM,,,4.0
Details,,2024-10-04 21:47:03+00:00,10872,SM,,,2.0
Details,,2024-10-11 14:57:42+00:00,11242,SM,,,2.0
Details,,2024-10-11 21:55:26+00:00,11276,SM,,,4.0
Details,,2024-10-11 14:42:24+00:00,11236,SM,,,2.0
Details,,2024-10-10 22:38:11+00:00,11216,SM,,,10.0
Details,,2024-10-01 21:46:06+00:00,10698,SM,,,3.0
Details,,2024-10-05 23:16:09+00:00,10958,SM,,,14.0
Details,,2024-10-01 23:48:25+00:00,10717,SM,,,4.0
Details,,2024-10-01 14:37:36+00:00,10678,SM,,,3.0
Details,,2024-10-15 21:22:01+00:00,11590,SM,,,2.0
Details,,2024-10-15 22:13:33+00:00,11598,SM,,,2.0
Details,,2024-10-07 22:42:42+00:00,11091,SM,,,4.0
Details,,2024-10-08 15:47:34+00:00,11111,SM,,,3.0
Details,,2024-10-07 22:29:49+00:00,11089,SM,,,4.0
Details,,2024-10-08 21:13:17+00:00,11129,SM,,,8.0
Details,,2024-10-12 13:46:20+00:00,11316,SM,,,5.0
Details,,2024-10-14 14:53:16+00:00,11532,SM,,,2.0
Details,,2024-10-07 16:03:34+00:00,11066,SM,,,6.0
Details,,2024-10-04 14:59:00+00:00,10859,SM,,,6.0
Details,,2024-10-05 21:08:09+00:00,10934,SM,,,4.0
Details,,2024-10-14 21:48:32+00:00,11551,SM,,,6.0
Details,,2024-10-08 15:03:54+00:00,11106,SM,,,7.0
Details,,2024-10-05 22:19:53+00:00,10947,SM,,,2.0
Details,,2024-10-15 21:03:37+00:00,11583,SM,,,4.0
Details,,2024-10-15 21:17:56+00:00,11587,SM,,,2.0
Details,,2024-10-14 22:07:54+00:00,11554,SM,,,4.0
Details,,2024-10-05 15:12:49+00:00,10911,SM,,,2.0
Details,,2024-10-15 16:01:29+00:00,3108,SM,,,2.0
Details,,2024-10-11 15:57:07+00:00,11249,SM,,,5.0
Details,,2024-10-14 16:01:25+00:00,11537,SM,,,2.0
Details,,2024-10-14 15:13:47+00:00,11534,SM,,,1.0
Details,,2024-10-08 16:25:51+00:00,11113,SM,,,3.0
Details,,2024-10-07 16:03:07+00:00,11065,SM,,,3.0
Details,,2024-10-10 22:49:41+00:00,11220,SM,,,3.0
Details,,2024-10-15 23:14:36+00:00,11611,SM,,,1.0
Details,,2024-10-11 23:24:57+00:00,11291,SM,,,7.0
Details,,2024-10-15 14:52:20+00:00,11564,SM,,,2.0
Details,,2024-10-17 15:27:26+00:00,11686,SM,,,2.0
Details,,2024-10-01 15:39:35+00:00,10680,SM,,,3.0
Details,,2024-10-01 22:01:47+00:00,10699,SM,,,2.0
Details,,2024-10-14 21:16:41+00:00,3100,SM,,,2.0
Details,,2024-10-05 23:36:44+00:00,10962,SM,,,1.0
Details,,2024-10-09 00:08:16+00:00,3003,SM,,,6.0
Details,,2024-10-05 21:08:38+00:00,2955,SM,,,2.0
Details,,2024-10-01 20:45:39+00:00,10691,SM,,,2.0
Details,,2024-10-06 15:46:36+00:00,2967,SM,,,2.0
Details,,2024-10-01 20:48:31+00:00,10692,SM,,,3.0
Details,,2024-10-05 23:24:11+00:00,2963,SM,,,1.0
Details,,2024-10-07 20:17:54+00:00,11077,SM,,,1.0
Details,,2024-10-10 21:03:11+00:00,3020,SM,,,2.0
Details,,2024-10-01 23:39:42+00:00,2911,SM,,,2.0
Details,,2024-10-13 23:40:34+00:00,11518,MK,,,4.0
Details,,2024-10-16 17:28:36+00:00,11638,SS,,,3.0
Details,,2024-10-16 17:15:31+00:00,11637,SS,,,3.0
Details,,2024-10-13 23:09:22+00:00,11513,MK,,,4.0
Details,,2024-10-13 19:17:53+00:00,11454,Multiple,,,0.0
Details,,2024-10-12 20:17:37+00:00,11362,Multiple,,,0.0
Details,,2024-10-06 13:35:54+00:00,10981,Multiple,,,0.0
Details,,2024-10-06 20:36:35+00:00,11019,Multiple,,,0.0
Details,,2024-10-09 12:30:50+00:00,11145,Multiple,,,0.0
Details,,2024-10-14 21:47:05+00:00,11550,Multiple,,,0.0
Details,,2024-10-08 20:19:31+00:00,11122,Multiple,,,0.0
Details,,2024-10-08 19:06:22+00:00,11114,Multiple,,,0.0
Details,,2024-10-03 21:18:08+00:00,10821,Multiple,,,0.0
Details,,2024-10-15 19:34:00+00:00,11573,Multiple,,,0.0
Details,,2024-10-04 20:43:12+00:00,10866,Multiple,,,0.0
Details,,2024-10-02 13:17:12+00:00,10727,Multiple,,,0.0
Details,,2024-10-13 12:54:03+00:00,11420,Multiple,,,0.0
Details,,2024-10-08 14:31:13+00:00,11105,Multiple,,,0.0
Details,,2024-10-13 21:20:26+00:00,11488,Multiple,,,0.0
Details,,2024-10-06 12:38:36+00:00,10973,Multiple,,,0.0
Details,,2024-10-16 19:44:45+00:00,11646,Multiple,,,0.0
Details,,2024-10-01 20:07:00+00:00,10687,Multiple,,,0.0
Details,,2024-10-12 13:36:11+00:00,11313,Multiple,,,0.0
Details,,2024-10-01 20:11:09+00:00,10688,Multiple,,,0.0
Details,,2024-10-13 19:58:15+00:00,11469,Multiple,,,0.0
Details,,2024-10-07 19:51:41+00:00,11073,Multiple,,,0.0
Details,,2024-10-01 22:34:47+00:00,10709,Multiple,,,0.0
Details,,2024-10-11 21:35:48+00:00,11271,Multiple,,,0.0
Details,,2024-10-01 20:04:41+00:00,10686,Multiple,,,0.0
Details,,2024-10-01 20:48:58+00:00,10693,Multiple,,,0.0
Details,,2024-10-14 12:31:49+00:00,11528,Multiple,,,0.0
Details,,2024-10-06 20:08:37+00:00,11011,Multiple,,,0.0
Details,,2024-10-08 22:34:27+00:00,11134,Multiple,,,0.0
Details,,2024-10-09 20:02:33+00:00,11168,Multiple,,,0.0
Details,,2024-10-06 19:24:58+00:00,11001,Multiple,,,0.0
Details,,2024-10-13 19:36:06+00:00,11459,Multiple,,,0.0
Details,,2024-10-15 23:44:18+00:00,11614,Multiple,,,0.0
Details,,2024-10-12 19:10:18+00:00,11343,Multiple,,,0.0
Details,,2024-10-02 19:06:58+00:00,10751,Multiple,,,0.0
Details,,2024-10-02 19:24:12+00:00,10752,Multiple,,,0.0
Details,,2024-10-04 20:12:53+00:00,10864,Multiple,,,0.0
Details,,2024-10-17 20:25:38+00:00,11692,Multiple,,,0.0
Details,,2024-10-11 19:30:39+00:00,11254,Multiple,,,0.0
Details,,2024-10-06 12:10:50+00:00,10971,Multiple,,,0.0
Details,,2024-10-06 23:47:12+00:00,11053,Multiple,,,0.0
Details,,2024-10-02 22:40:33+00:00,10790,Multiple,,,0.0
Details,,2024-10-16 20:49:07+00:00,11659,Multiple,,,0.0
Details,,2024-10-13 20:51:19+00:00,11478,Multiple,,,0.0
Details,,2024-10-15 21:59:45+00:00,11594,Multiple,,,0.0
Details,,2024-10-16 19:01:39+00:00,11639,Multiple,,,0.0
Details,,2024-10-17 21:06:39+00:00,11699,Multiple,,,0.0
Details,,2024-10-06 19:12:18+00:00,10999,Multiple,,,0.0
Details,,2024-10-17 19:10:35+00:00,11689,Multiple,,,0.0
Details,,2024-10-13 19:06:13+00:00,11453,Multiple,,,0.0
Details,,2024-10-09 19:32:49+00:00,11166,Multiple,,,0.0
Details,,2024-10-17 13:01:59+00:00,11683,Multiple,,,0.0
Details,,2024-10-15 22:29:12+00:00,11602,Multiple,,,0.0
Details,,2024-10-05 21:24:19+00:00,10936,Multiple,,,0.0
Details,,2024-10-13 20:35:31+00:00,11474,Multiple,,,0.0
Details,,2024-10-15 21:16:04+00:00,11586,Multiple,,,0.0
Details,,2024-10-16 12:27:33+00:00,11620,Multiple,,,0.0
Details,,2024-10-09 14:06:04+00:00,11153,Multiple,,,0.0
Details,,2024-10-09 13:56:35+00:00,11151,Multiple,,,0.0
Details,,2024-10-15 20:49:18+00:00,11579,Multiple,,,0.0
Details,,2024-10-07 19:10:14+00:00,11068,Multiple,,,0.0
Details,,2024-10-14 20:26:08+00:00,11545,Multiple,,,0.0
Details,,2024-10-06 13:39:56+00:00,10982,Multiple,,,0.0
Details,,2024-10-04 19:14:08+00:00,10861,Multiple,,,0.0
Details,,2024-10-05 15:09:21+00:00,10910,Multiple,,,0.0
Details,,2024-10-02 19:27:07+00:00,10755,Multiple,,,0.0
Details,,2024-10-12 19:14:12+00:00,11345,Multiple,,,0.0
Details,,2024-10-12 19:24:46+00:00,11348,Multiple,,,0.0
Details,,2024-10-04 22:21:10+00:00,10880,Multiple,,,0.0
Details,,2024-10-05 23:43:57+00:00,10963,Multiple,,,0.0
Details,,2024-10-09 14:45:29+00:00,11158,Multiple,,,0.0
Details,,2024-10-16 19:26:14+00:00,11644,Multiple,,,0.0
Details,,2024-10-02 20:11:34+00:00,10761,Multiple,,,0.0
Details,,2024-10-15 19:19:41+00:00,11572,Multiple,,,0.0
Details,,2024-10-11 19:09:48+00:00,11251,Multiple,,,0.0
Details,,2024-10-13 19:23:08+00:00,11455,Multiple,,,0.0
Details,,2024-10-04 21:58:48+00:00,10875,Multiple,,,0.0
Details,,2024-10-12 20:05:26+00:00,11357,Multiple,,,0.0
Details,,2024-10-16 13:39:35+00:00,11625,Multiple,,,0.0
Details,,2024-10-16 19:01:52+00:00,11640,Multiple,,,0.0
Details,,2024-10-09 19:11:45+00:00,11164,Multiple,,,0.0
Details,,2024-10-01 19:06:42+00:00,10682,Multiple,,,0.0
Details,,2024-10-13 19:49:26+00:00,11466,Multiple,,,0.0
Details,,2024-10-16 19:09:13+00:00,11643,Multiple,,,0.0
Details,,2024-10-01 20:37:53+00:00,10690,Multiple,,,0.0
Details,,2024-10-15 21:20:17+00:00,11589,Multiple,,,0.0
Details,,2024-10-14 19:05:52+00:00,11540,Multiple,,,0.0
Details,,2024-10-07 19:07:49+00:00,11067,Multiple,,,0.0
Details,,2024-10-07 21:40:31+00:00,11085,Multiple,,,0.0
Details,,2024-10-07 19:11:11+00:00,11069,Multiple,,,0.0
Details,,2024-10-15 22:21:03+00:00,11600,Multiple,,,0.0
Details,,2024-10-14 21:40:13+00:00,11548,Multiple,,,0.0
Details,,2024-10-05 22:24:16+00:00,10948,Multiple,,,0.0
Details,,2024-10-02 12:09:27+00:00,10724,Multiple,,,0.0
Details,,2024-10-03 20:35:14+00:00,10818,Multiple,,,0.0
Details,,2024-10-07 19:58:56+00:00,11074,Multiple,,,0.0
Details,,2024-10-16 20:38:32+00:00,11656,Multiple,,,0.0
Details,,2024-10-06 19:47:24+00:00,11006,Multiple,,,0.0
Details,,2024-10-11 21:22:01+00:00,11264,Multiple,,,0.0
Details,,2024-10-06 12:52:11+00:00,10975,Multiple,,,0.0
Details,,2024-10-05 20:57:36+00:00,10930,Multiple,,,0.0
Details,,2024-10-16 12:09:31+00:00,11618,Multiple,,,0.0
Details,,2024-10-07 13:43:41+00:00,11060,Multiple,,,0.0
Details,,2024-10-12 14:14:40+00:00,11320,Multiple,,,0.0
Details,,2024-10-16 12:22:22+00:00,11619,Multiple,,,0.0
Details,,2024-10-06 19:28:53+00:00,11002,Multiple,,,0.0
Details,,2024-10-04 23:16:01+00:00,10895,Multiple,,,0.0
Details,,2024-10-08 13:55:31+00:00,11104,Multiple,,,0.0
Details,,2024-10-02 21:33:38+00:00,10776,Multiple,,,0.0
Details,,2024-10-13 13:10:23+00:00,11421,Multiple,,,0.0
Details,,2024-10-12 13:13:10+00:00,11311,Multiple,,,0.0
Details,,2024-10-02 20:43:01+00:00,10765,Multiple,,,0.0
Details,,2024-10-13 19:50:20+00:00,11467,Multiple,,,0.0
Details,,2024-10-11 19:24:05+00:00,11252,Multiple,,,0.0
Details,,2024-10-12 14:15:14+00:00,11321,Multiple,,,0.0
Details,,2024-10-02 19:04:32+00:00,10750,Multiple,,,0.0
Details,,2024-10-12 19:49:40+00:00,11354,Multiple,,,0.0
Details,,2024-10-07 23:06:59+00:00,11098,Multiple,,,0.0
Details,,2024-10-10 19:21:01+00:00,11198,Multiple,,,0.0
Details,,2024-10-06 19:38:43+00:00,11003,Multiple,,,0.0
Details,,2024-10-11 21:22:30+00:00,11265,Multiple,,,0.0
Details,,2024-10-04 19:18:08+00:00,10862,Multiple,,,0.0
Details,,2024-10-10 20:33:54+00:00,11206,Multiple,,,0.0
Details,,2024-10-12 22:53:33+00:00,11389,Multiple,,,0.0
Details,,2024-10-06 12:52:34+00:00,10976,Multiple,,,0.0
Details,,2024-10-07 19:12:47+00:00,11070,Multiple,,,0.0
Details,,2024-10-08 19:20:03+00:00,11115,Multiple,,,0.0
Details,,2024-10-11 23:25:45+00:00,11292,Multiple,,,0.0
Details,,2024-10-12 12:07:34+00:00,11310,Multiple,,,0.0
Details,,2024-10-11 13:25:31+00:00,11231,Multiple,,,0.0
Details,,2024-10-07 19:47:26+00:00,11072,Multiple,,,0.0
Details,,2024-10-12 23:06:12+00:00,11396,Multiple,,,0.0
Details,,2024-10-05 20:27:08+00:00,10925,Multiple,,,0.0
Details,,2024-10-10 20:22:31+00:00,11203,Multiple,,,0.0
Details,,2024-10-05 21:45:36+00:00,10942,Multiple,,,0.0
Details,,2024-10-02 20:06:41+00:00,10759,Multiple,,,0.0
Details,,2024-10-11 19:02:45+00:00,11250,Multiple,,,0.0
Details,,2024-10-16 19:42:19+00:00,11645,Multiple,,,0.0
Details,,2024-10-07 20:10:11+00:00,11075,Multiple,,,0.0
Details,,2024-10-17 21:35:51+00:00,11704,Multiple,,,0.0
Details,,2024-10-06 19:40:50+00:00,11005,Multiple,,,0.0
Details,,2024-10-10 19:43:28+00:00,11199,Multiple,,,0.0
Details,,2024-10-14 19:02:52+00:00,11539,Multiple,,,0.0
Details,,2024-10-06 12:57:39+00:00,10978,Multiple,,,0.0
Details,,2024-10-13 19:48:48+00:00,11465,Multiple,,,0.0
Details,,2024-10-10 12:22:38+00:00,11192,Multiple,,,0.0
Details,,2024-10-02 19:25:13+00:00,10753,Multiple,,,0.0
Details,,2024-10-06 19:04:08+00:00,10997,Multiple,,,0.0
Details,,2024-10-01 13:36:09+00:00,10675,Multiple,,,0.0
Details,,2024-10-03 19:26:24+00:00,10812,Multiple,,,0.0
Details,,2024-10-06 20:25:24+00:00,11015,Multiple,,,0.0
Details,,2024-10-11 14:42:46+00:00,11238,Multiple,,,0.0
Details,,2024-10-17 21:17:56+00:00,11702,Multiple,,,0.0
Details,,2024-10-13 21:25:55+00:00,11490,Multiple,,,0.0
Details,,2024-10-03 19:13:03+00:00,10811,Multiple,,,0.0
Details,,2024-10-16 19:56:56+00:00,11648,Multiple,,,0.0
Details,,2024-10-10 12:19:03+00:00,11191,Multiple,,,0.0
Details,,2024-10-08 19:59:28+00:00,11119,Multiple,,,0.0
Details,,2024-10-02 20:08:51+00:00,10760,Multiple,,,0.0
Details,,2024-10-13 12:28:50+00:00,11419,Multiple,,,0.0
Details,,2024-10-03 12:19:27+00:00,10803,Multiple,,,0.0
Details,,2024-10-06 22:09:59+00:00,11037,Multiple,,,0.0
Details,,2024-10-01 20:14:24+00:00,10689,Multiple,,,0.0
Details,,2024-10-12 20:35:00+00:00,11365,Multiple,,,0.0
Details,,2024-10-10 14:13:59+00:00,11193,Multiple,,,0.0
Details,,2024-10-07 13:41:47+00:00,11059,Multiple,,,0.0
Details,,2024-10-12 20:10:49+00:00,11359,Multiple,,,0.0
Details,,2024-10-17 21:06:22+00:00,11698,Multiple,,,0.0
Details,,2024-10-09 20:41:24+00:00,11169,Multiple,,,0.0
Details,,2024-10-16 19:07:07+00:00,11642,Multiple,,,0.0
Details,,2024-10-06 20:03:22+00:00,11009,Multiple,,,0.0
Details,,2024-10-13 19:48:20+00:00,11464,Multiple,,,0.0
Details,,2024-10-05 20:24:00+00:00,10924,Multiple,,,0.0
