Waived_Off,Order_Total,Settled_Total,Duration__In_Minutes_,Invoice_No_,First_Print_Date_year,First_Print_Date_month,First_Print_Date_day,First_Print_Date_hour,Payment_Type_year,Payment_Type_month,Payment_Type_day,Payment_Type_hour,Order_Type_year,Order_Type_month,Order_Type_day,Order_Type_hour,Status_year,Status_month,Status_day,Status_hour,Settled_By_year,Settled_By_month,Settled_By_day,Settled_By_hour,Settlement_Counter_year,Settlement_Counter_month,Settlement_Counter_day,Settlement_Counter_hour,Last_Settlement_Date_year,Last_Settlement_Date_month,Last_Settlement_Date_day,Last_Settlement_Date_hour,Biller_year,Biller_month,Biller_day,Biller_hour,Date_year,Date_month,Date_day,Date_hour
,-0.004625985103692201,,,1.2007355787985834,2024,9,4,19,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,4.0,19.0,,,,,2024,9,4,19
,0.09057295755248368,,,-0.5174177881552365,2024,5,24,21,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,24.0,21.0,,,,,2024,5,24,21
,-0.5152896046668404,,,-1.241031282022015,2024,4,12,15,,,,,,,,,,,,,,,,,,,,,2024.0,4.0,12.0,15.0,,,,,2024,4,12,15
,0.115309690683616,,,-0.42853793168107857,2024,5,29,21,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,29.0,21.0,,,,,2024,5,29,21
,-0.6983789097359031,,,-1.178443858974296,2024,4,15,22,,,,,,,,,,,,,,,,,,,,,2024.0,4.0,15.0,22.0,,,,,2024,4,15,22
,-0.3312633021306894,,,-0.5014136982434911,2024,5,25,16,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,25.0,16.0,,,,,2024,5,25,16
,1.5781501363019408,,,-0.5777189126441348,2024,5,19,23,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,19.0,23.0,,,,,2024,5,19,23
,-0.641222064243514,,,-0.8903702405628772,2024,5,3,13,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,3.0,13.0,,,,,2024,5,3,13
,-0.5458357220939204,,,1.34334345140503,2024,9,13,20,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,13.0,20.0,,,,,2024,9,13,20
,0.4541279747827617,,,0.8775101200452949,2024,8,16,21,,,,,,,,,,,,,,,,,,,,,2024.0,8.0,16.0,21.0,,,,,2024,8,16,21
,-0.14836139655504438,,,-1.024118706253893,2024,4,26,12,,,,,,,,,,,,,,,,,,,,,2024.0,4.0,26.0,12.0,,,,,2024,4,26,12
,0.9466138434843959,,,-0.7817710590188899,2024,5,9,19,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,9.0,19.0,,,,,2024,5,9,19
,-0.29378340344715553,,,0.5651445794464052,2024,7,29,21,,,,,,,,,,,,,,,,,,,,,2024.0,7.0,29.0,21.0,,,,,2024,7,29,21
,-0.6176097280728877,,,-1.2110236134374923,2024,4,14,12,,,,,,,,,,,,,,,,,,,,,2024.0,4.0,14.0,12.0,,,,,2024,4,14,12
,-0.6224821149017471,,,-0.6385916117727382,2024,5,17,15,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,17.0,15.0,,,,,2024,5,17,15
,-0.6176097280728877,,,-1.0466959045222484,2024,4,24,15,,,,,,,,,,,,,,,,,,,,,2024.0,4.0,24.0,15.0,,,,,2024,4,24,15
,0.7095534843110446,,,1.0281200376076143,2024,8,25,13,,,,,,,,,,,,,,,,,,,,,2024.0,8.0,25.0,13.0,,,,,2024,8,25,13
,0.2924022119633133,,,-0.9769637984782144,2024,4,28,12,,,,,,,,,,,,,,,,,,,,,2024.0,4.0,28.0,12.0,,,,,2024,4,28,12
,-0.22650698531021238,,,-0.9049453938753597,2024,5,2,0,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,2.0,0.0,,,,,2024,5,2,0
,-0.44763838754306184,,,-0.6488799552874317,2024,5,16,21,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,16.0,21.0,,,,,2024,5,16,21
,-0.27916624296057735,,,0.6794595073874444,2024,8,5,22,,,,,,,,,,,,,,,,,,,,,2024.0,8.0,5.0,22.0,,,,,2024,8,5,22
,-0.5467727195610088,,,0.896657870475419,2024,8,17,22,,,,,,,,,,,,,,,,,,,,,2024.0,8.0,17.0,22.0,,,,,2024,8,17,22
,-0.047915268083173757,,,-0.982965332195119,2024,4,28,0,,,,,,,,,,,,,,,,,,,,,2024.0,4.0,28.0,0.0,,,,,2024,4,28,0
,-0.5106046173313986,,,1.280756028357311,2024,9,8,22,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,8.0,22.0,,,,,2024,9,8,22
,-0.4423912017273671,,,1.0221185038907097,2024,8,24,23,,,,,,,,,,,,,,,,,,,,,2024.0,8.0,24.0,23.0,,,,,2024,8,24,23
,-0.2875992201643725,,,1.13214662203396,2024,8,31,20,,,,,,,,,,,,,,,,,,,,,2024.0,8.0,31.0,20.0,,,,,2024,8,31,20
,-0.6097389493493456,,,1.3301972346918105,2024,9,12,19,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,12.0,19.0,,,,,2024,9,12,19
,-0.26061369311222815,,,-0.35394744119955046,2024,6,2,20,,,,,,,,,,,,,,,,,,,,,2024.0,6.0,2.0,20.0,,,,,2024,6,2,20
,-0.39085634103750816,,,-1.1590103212243195,2024,4,17,21,,,,,,,,,,,,,,,,,,,,,2024.0,4.0,17.0,21.0,,,,,2024,4,17,21
,-0.3226429254334766,,,1.8463291343456028,2024,10,12,23,,,,,,,,,,,,,,,,,,,,,2024.0,10.0,12.0,23.0,,,,,2024,10,12,23
,-0.4455769931154675,,,-0.5165604261956788,2024,5,24,21,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,24.0,21.0,,,,,2024,5,24,21
,0.14735500405803742,,,0.6020111437073904,2024,8,1,21,,,,,,,,,,,,,,,,,,,,,2024.0,8.0,1.0,21.0,,,,,2024,8,1,21
,-0.4693767287795115,,,1.9269211585440353,2024,10,16,23,,,,,,,,,,,,,,,,,,,,,2024.0,10.0,16.0,23.0,,,,,2024,10,16,23
,0.27441186059521705,,,1.742302549919257,2024,10,6,21,,,,,,,,,,,,,,,,,,,,,2024.0,10.0,6.0,22.0,,,,,2024,10,6,21
,1.9789976527223347,,,1.1395770923501274,2024,8,31,22,,,,,,,,,,,,,,,,,,,,,2024.0,8.0,31.0,22.0,,,,,2024,8,31,22
,-0.4455769931154675,,,-1.267323715448454,2024,4,10,15,,,,,,,,,,,,,,,,,,,,,2024.0,4.0,10.0,15.0,,,,,2024,4,10,15
,-0.3215185284729706,,,1.7403020386802888,2024,10,6,21,,,,,,,,,,,,,,,,,,,,,2024.0,10.0,6.0,21.0,,,,,2024,10,6,21
,-0.19652306636338532,,,1.2798986663977532,2024,9,8,21,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,8.0,21.0,,,,,2024,9,8,21
,-0.5731960481329001,,,-0.7291861921660118,2024,8,28,21,,,,,,,,,,,,,,,,,,,,,2024.0,8.0,28.0,21.0,,,,,2024,8,28,21
,-0.7028764975779271,,,-1.3367700341726354,2024,4,18,18,,,,,,,,,,,,,,,,,,,,,2024.0,4.0,18.0,18.0,,,,,2024,4,18,18
