ConsumedQuantity,Variance,VariancePercentage,IssuedQuantity,Unit_year,Unit_month,Unit_day,Unit_hour,Raw_Material_year,Raw_Material_month,Raw_Material_day,Raw_Material_hour,Department_year,Department_month,Department_day,Department_hour
-0.14118928122539595,0.13006805646712824,0.15085329387892255,-0.2770539128966348,,,,,,,,,,,,
8.016341567707316,-8.237683817155695,-20.389145574646548,-0.19729252850497841,,,,,,,,,,,,
-0.13987389785599147,0.16916191106849915,0.15206288913955907,0.4783333157537577,,,,,,,,,,,,
-0.1405577797194295,0.13029916403420097,0.1468454522176484,-0.2606324514042349,,,,,,,,,,,,
-0.14120396730693002,0.13133914808602826,0.151972992544937,-0.2535946821932064,,,,,,,,,,,,
-0.12662705231223118,0.11487172911658738,-0.21665851671556802,-0.2817457590373204,,,,,,,,,,,,
-0.1264366227883388,0.12397083595844435,0.13331993483837082,-0.10814745183195072,,,,,,,,,,,,
-0.1403472792174407,0.1344791965516904,0.15052457500449626,-0.17852514394223573,,,,,,,,,,,,
-0.10599163914866314,0.10575152114904077,0.11694594198185292,-0.05653714428440837,,,,,,,,,,,,
-0.13590229187311895,0.12640047985923486,0.12537758111088662,-0.2442109899118351,,,,,,,,,,,,
-0.1396961962694288,0.13280617872918563,0.1484906269689837,-0.19729252850497841,,,,,,,,,,,,
0.4464008409540551,-0.458653350262935,-0.34078687268486735,-0.009618682877551693,,,,,,,,,,,,
-0.13171088420328608,0.12360608792867286,0.12235439471264767,-0.21605991306772107,,,,,,,,,,,,
-0.13886104776618952,0.12893462457296284,0.1372237875480233,-0.2535946821932064,,,,,,,,,,,,
-0.1410130482469867,0.13214802457078284,0.15134637219056193,-0.23482729763046375,,,,,,,,,,,,
-0.13833822326357545,0.12689082982763267,0.07823929451815949,-0.2817457590373204,,,,,,,,,,,,
-0.12726198057055518,0.11703057523769905,0.06420505307312302,-0.2535946821932064,,,,,,,,,,,,
-0.12381124094609235,0.13157578213840077,0.14149538659654454,0.08421823993616166,,,,,,,,,,,,
-0.14079765238448652,0.13795585821287154,0.1518120572626658,-0.12222299025400772,,,,,,,,,,,,
-0.11823983114810471,0.18916125655211719,0.149000784800454,1.2665634673889499,,,,,,,,,,,,
-0.053200071394074996,0.18119306956565295,0.14465903388741477,2.3644554643093962,,,,,,,,,,,,
-0.13666107275238093,0.1381819417023992,0.14816641423154422,-0.03870812894980285,,,,,,,,,,,,
-0.12197009585776682,0.17922363116798967,0.14898735178328856,1.0094502988793754,,,,,,,,,,,,
-0.14109137401516858,0.16704526719876558,0.1524314064035586,0.41546257746856974,,,,,,,,,,,,
-0.1411941765859073,0.13836280849402136,0.15236677036326013,-0.12222299025400772,,,,,,,,,,,,
-0.1395052772094855,0.13838792888174667,0.1504099056296964,-0.08938006726920805,,,,,,,,,,,,
-0.14047945395124764,0.13185160399562434,0.14936773742718842,-0.23013545148977807,,,,,,,,,,,,
-0.14030811633334977,0.13544381944034184,0.15073589428091316,-0.15975775937949308,,,,,,,,,,,,
-0.13590229187311895,0.2846589225286067,0.15207314907698877,2.7116520787201357,,,,,,,,,,,,
-0.13872397767187122,0.12728672713818334,0.08795293725745575,-0.2817457590373204,,,,,,,,,,,,
-0.1404696632302249,0.12907831319075153,0.13191086874010874,-0.2817457590373204,,,,,,,,,,,,
-0.13603446660692586,0.12427529505767472,-0.11203962594348692,-0.2864376051780061,,,,,,,,,,,,
-0.14126883083370564,0.12989849384998248,0.15203462733389195,-0.2817457590373204,,,,,,,,,,,,
-0.13590229187311895,0.1289125186317646,0.13893723468097025,-0.19729252850497841,,,,,,,,,,,,
-0.0859696146571696,0.07314525788160497,-1.240449342130265,-0.2817457590373204,,,,,,,,,,,,
-0.13957381225664464,0.12790770312275268,0.06620818371415803,-0.2864376051780061,,,,,,,,,,,,
-0.13482531256061808,0.12353675565855099,0.04401965969038481,-0.2770539128966348,,,,,,,,,,,,
-0.13482531256061808,0.12328555178129803,-0.010218954589949711,-0.2817457590373204,,,,,,,,,,,,
-0.13280352866942327,0.12171301550969443,0.045683798992167866,-0.2723620667559491,,,,,,,,,,,,
-0.11990719093827663,0.10797517787048408,-0.3858706663124267,-0.2817457590373204,,,,,,,,,,,,
-0.10532831779937274,0.0930129725335425,-0.7529797962857573,-0.2817457590373204,,,,,,,,,,,,
